wl	PWM255
300.581	1.48
301.036	1.03
301.492	0.32
301.947	0.72
302.403	0.91
302.858	1.29
303.314	0.29
303.769	0.5
304.224	0.15
304.68	1.23
305.135	0.68
305.59	1.21
306.045	0.67
306.5	0.66
306.955	1.12
307.41	0.79
307.865	0.23
308.32	0.97
308.775	1.11
309.23	0.97
309.685	0.11
310.139	0.28
310.594	0.9
311.049	0.8
311.503	0.89
311.958	0.3
312.413	0.87
312.867	0.74
313.322	0.87
313.776	0.72
314.23	0.46
314.685	0.37
315.139	0.94
315.593	0.85
316.047	0.86
316.502	0.68
316.956	0.96
317.41	0.91
317.864	0.58
318.318	0.82
318.772	0.56
319.226	0.54
319.68	0.5
320.133	0.64
320.587	0.46
321.041	1.08
321.495	0.58
321.948	0.56
322.402	0.29
322.855	0.65
323.309	0.38
323.762	0.74
324.216	0.24
324.669	0.41
325.123	0.41
325.576	0.77
326.029	0.15
326.482	0.29
326.935	0.75
327.389	0.18
327.842	0.67
328.295	0.99
328.748	0.08
329.201	0.01
329.654	0.33
330.107	0.54
330.559	1.02
331.012	0.68
331.465	0.55
331.918	1.28
332.37	0.8
332.823	0.27
333.275	0.67
333.728	0.17
334.18	1.01
334.633	0.15
335.085	0.25
335.538	0.19
335.99	0.6
336.442	0.81
336.894	0.47
337.347	0.65
337.799	0.81
338.251	0.72
338.703	0.66
339.155	0.74
339.607	0.32
340.059	0.31
340.511	0.3
340.963	0.51
341.414	0.94
341.866	0.88
342.318	0.26
342.769	0.57
343.221	-0.08
343.673	0.69
344.124	0.54
344.576	0.27
345.027	0.13
345.478	0.66
345.93	0.72
346.381	0.15
346.832	0.49
347.284	0.46
347.735	1.19
348.186	0.39
348.637	0.65
349.088	0.53
349.539	0.78
349.99	0.82
350.441	0.66
350.892	0.64
351.343	0.78
351.793	0.1
352.244	0.58
352.695	0.69
353.146	0.42
353.596	0.63
354.047	0.08
354.497	0.83
354.948	0.61
355.398	0.37
355.848	0.41
356.299	0.38
356.749	0.69
357.199	1.02
357.65	0.77
358.1	0.26
358.55	0.4
359	0.75
359.45	0.69
359.9	0.23
360.35	0.28
360.8	-0.02
361.25	0.55
361.699	0.14
362.149	0.01
362.599	0.56
363.049	0.12
363.498	0.26
363.948	0.72
364.397	0.3
364.847	-0.03
365.296	0.42
365.746	0.79
366.195	0.54
366.644	0.69
367.094	0.84
367.543	0.31
367.992	0.46
368.441	0
368.89	0.58
369.339	0.21
369.788	0.39
370.237	0.48
370.686	0.72
371.135	0.01
371.584	0.2
372.033	0.32
372.482	0.88
372.93	1.12
373.379	0.58
373.827	0.41
374.276	0.11
374.725	0.82
375.173	0.76
375.621	0.23
376.07	0.55
376.518	0.25
376.966	-0.05
377.415	0.51
377.863	0.72
378.311	0.3
378.759	0.29
379.207	0.72
379.655	0.78
380.103	-0.16
380.551	0.44
380.999	0.55
381.447	0.2
381.895	0.32
382.342	0.38
382.79	0.05
383.238	0.79
383.685	0.42
384.133	0.19
384.58	0.35
385.028	0.56
385.475	0.33
385.923	0.14
386.37	-0.11
386.817	0.41
387.265	0.66
387.712	0.59
388.159	0.4
388.606	0.67
389.053	0.44
389.5	0.25
389.947	-0.18
390.394	0.27
390.841	0.5
391.288	0.31
391.735	0.48
392.181	0.66
392.628	0.23
393.075	0.16
393.521	0.29
393.968	0.5
394.414	0.8
394.861	0.63
395.307	0.29
395.754	0.4
396.2	0.5
396.646	0.18
397.093	0.08
397.539	0
397.985	0.1
398.431	0.85
398.877	0.58
399.323	0.79
399.769	0.39
400.215	0.54
400.661	0.43
401.107	0.64
401.552	0.8
401.998	0.32
402.444	0.44
402.889	0.5
403.335	0.08
403.781	0.56
404.226	0.35
404.672	0.71
405.117	0.93
405.562	0.83
406.008	0.86
406.453	0.78
406.898	0.69
407.343	0.56
407.789	0.46
408.234	0.45
408.679	0.95
409.124	0.98
409.569	0.64
410.014	0.76
410.458	0.49
410.903	0.43
411.348	0.45
411.793	0.68
412.237	1.47
412.682	1.35
413.127	1.2
413.571	1.03
414.016	0.81
414.46	0.9
414.904	1.19
415.349	1.8
415.793	0.86
416.237	1.24
416.682	0.78
417.126	1.27
417.57	1.32
418.014	1.79
418.458	1.42
418.902	1.5
419.346	1.8
419.79	1.99
420.233	2.25
420.677	1.63
421.121	1.71
421.565	2.26
422.008	2.94
422.452	2.37
422.895	2.65
423.339	2.88
423.782	3.56
424.226	3.47
424.669	4.04
425.113	4.2
425.556	3.8
425.999	4.33
426.442	4.59
426.885	5.27
427.328	5.67
427.771	6.44
428.214	6.4
428.657	6.57
429.1	7.57
429.543	8.02
429.986	8.26
430.429	8.77
430.871	8.84
431.314	10.45
431.757	10.96
432.199	11.15
432.642	12.46
433.084	13.68
433.527	13.76
433.969	14.95
434.411	15.79
434.854	16.67
435.296	18.11
435.738	18.77
436.18	20.46
436.622	22.34
437.064	23.25
437.506	25.39
437.948	26.83
438.39	28.94
438.832	30.44
439.274	32.55
439.715	34.69
440.157	36.67
440.599	39.95
441.04	42.45
441.482	45.56
441.924	47.19
442.365	51.76
442.806	55.08
443.248	57.72
443.689	62.36
444.13	65.61
444.572	70.23
445.013	75.22
445.454	80.06
445.895	85.85
446.336	89.9
446.777	96.96
447.218	101.39
447.659	108.66
448.1	115.21
448.54	121.39
448.981	128.94
449.422	137.25
449.863	145.9
450.303	153.1
450.744	161.76
451.184	169.9
451.625	179.78
452.065	191.58
452.505	200.59
452.946	209.63
453.386	218.95
453.826	227.18
454.266	238.3
454.707	249.56
455.147	258.65
455.587	268.47
456.027	274.86
456.467	287.78
456.906	292.52
457.346	301.69
457.786	304.42
458.226	312.37
458.666	319.3
459.105	325.05
459.545	327.21
459.984	331.13
460.424	332.17
460.863	330.81
461.303	332.66
461.742	332.14
462.181	326.55
462.621	328.91
463.06	327.19
463.499	324.83
463.938	319.29
464.377	314.4
464.816	309.02
465.255	305.05
465.694	300.28
466.133	295.13
466.572	289.16
467.01	284.09
467.449	277.1
467.888	271.15
468.326	265.75
468.765	256.8
469.203	250.87
469.642	244.92
470.08	239.05
470.519	234.61
470.957	226.99
471.395	220.75
471.834	215.81
472.272	209.84
472.71	204.74
473.148	201.39
473.586	196.69
474.024	189.57
474.462	186.23
474.9	180.11
475.338	174.59
475.775	171.71
476.213	167.05
476.651	164.07
477.088	158.55
477.526	153.99
477.964	151.19
478.401	146.74
478.838	142.57
479.276	138.98
479.713	135.59
480.15	131.9
480.588	128.38
481.025	125.47
481.462	122.73
481.899	119.42
482.336	116.22
482.773	114.3
483.21	110.62
483.647	107.62
484.084	105.96
484.521	103.66
484.957	101.57
485.394	99.26
485.831	97.77
486.267	95.92
486.704	93.97
487.14	92.99
487.577	91.42
488.013	90.47
488.45	89
488.886	87.86
489.322	87.32
489.758	86.49
490.195	86.15
490.631	85.16
491.067	85.07
491.503	83.78
491.939	84.13
492.375	83.51
492.81	83.55
493.246	83.61
493.682	83.87
494.118	83.78
494.553	84.21
494.989	84.65
495.424	85.04
495.86	85.24
496.295	85.93
496.731	86.82
497.166	87.66
497.602	88.38
498.037	89.05
498.472	90.6
498.907	91.15
499.342	92.84
499.777	94.37
500.212	95.58
500.647	97.18
501.082	98.82
501.517	100.09
501.952	101.95
502.387	103.61
502.821	105.81
503.256	107.9
503.69	109.96
504.125	111.99
504.56	114.55
504.994	117
505.428	118.85
505.863	121.7
506.297	123.6
506.731	126.33
507.165	129.07
507.6	131.21
508.034	134.33
508.468	136.75
508.902	139.49
509.336	141.96
509.77	144.81
510.203	146.47
510.637	149.4
511.071	151.93
511.505	155.08
511.938	155.83
512.372	158.15
512.805	160.69
513.239	161.57
513.672	164
514.106	165.74
514.539	167.33
514.972	168.68
515.406	169.24
515.839	170.84
516.272	172.34
516.705	172.84
517.138	172.92
517.571	173.5
518.004	174.17
518.437	174.18
518.87	173.73
519.302	173.57
519.735	173.41
520.168	172.51
520.6	172.44
521.033	171.62
521.466	170.94
521.898	169.71
522.33	168.72
522.763	166.9
523.195	166.18
523.627	164.54
524.06	163.18
524.492	161.67
524.924	160.47
525.356	158.38
525.788	157.03
526.22	155.58
526.652	154.05
527.084	151.69
527.516	150.84
527.947	148.83
528.379	147.02
528.811	145.4
529.242	144.05
529.674	142.27
530.105	141.46
530.537	139.06
530.968	138.11
531.399	136.14
531.831	135.05
532.262	133.37
532.693	132.58
533.124	130.4
533.555	130.38
533.986	127.79
534.417	127.69
534.848	125.83
535.279	124.75
535.71	124.22
536.141	122.6
536.572	121.67
537.002	120.72
537.433	119.68
537.863	118.86
538.294	117.95
538.724	116.83
539.155	116.4
539.585	114.74
540.015	113.71
540.446	113.56
540.876	112.31
541.306	111.39
541.736	110.79
542.166	110.09
542.596	108.64
543.026	108.59
543.456	107.42
543.886	106.84
544.316	105.85
544.745	105.05
545.175	104.01
545.605	103.99
546.034	102.94
546.464	102.61
546.893	102.16
547.323	101.14
547.752	100.87
548.181	100.23
548.611	99.09
549.04	98.99
549.469	98.38
549.898	97.63
550.327	97.87
550.756	97.46
551.185	96.5
551.614	96.64
552.043	95.98
552.472	95.68
552.9	94.84
553.329	95.02
553.758	94.28
554.186	94.2
554.615	94.18
555.043	93.51
555.472	93.46
555.9	93.12
556.328	93.24
556.757	93.48
557.185	92.54
557.613	92.51
558.041	92.36
558.469	92.38
558.897	92.16
559.325	92.73
559.753	91.82
560.181	92.22
560.609	92.03
561.037	92.66
561.464	91.68
561.892	92
562.319	92.16
562.747	92.17
563.175	92.19
563.602	92.8
564.029	92.54
564.457	92.49
564.884	92.51
565.311	92.95
565.738	92.81
566.165	93.05
566.592	92.46
567.019	93.07
567.446	92.5
567.873	92.26
568.3	93.2
568.727	92.85
569.154	92.37
569.58	92.64
570.007	92.87
570.434	92.72
570.86	93.24
571.287	92.69
571.713	93.28
572.139	92.79
572.566	92.96
572.992	93.28
573.418	93.37
573.844	93.55
574.27	93.43
574.696	93.95
575.122	93.7
575.548	94.33
575.974	94.19
576.4	94.31
576.826	94.29
577.252	94.36
577.677	94.47
578.103	95.2
578.528	95.54
578.954	95.51
579.379	96.08
579.805	95.61
580.23	96.02
580.655	96.29
581.081	96.69
581.506	97.3
581.931	97.3
582.356	98.06
582.781	98.18
583.206	97.66
583.631	98.53
584.056	98.3
584.481	98.45
584.905	99.13
585.33	99.25
585.755	99.1
586.179	100.12
586.604	100.23
587.028	100.26
587.453	100.42
587.877	101.09
588.302	101.12
588.726	100.79
589.15	101.51
589.574	101.4
589.998	101.5
590.422	102.4
590.846	103.01
591.27	101.97
591.694	102.62
592.118	103.33
592.542	103
592.966	102.77
593.389	103.54
593.813	103.57
594.236	103.77
594.66	104.54
595.083	104.17
595.507	104.74
595.93	105.48
596.354	105.34
596.777	105.46
597.2	106.05
597.623	106.22
598.046	105.5
598.469	106.72
598.892	106.78
599.315	107.19
599.738	107.34
600.161	107.87
600.584	107.12
601.006	107.95
601.429	108.67
601.851	108.32
602.274	108.6
602.696	110.11
603.119	109.93
603.541	109.85
603.964	111.03
604.386	111.14
604.808	111.33
605.23	111.57
605.652	112.12
606.074	112.95
606.496	113.63
606.918	114.63
607.34	114.55
607.762	115.99
608.184	116.34
608.606	117.47
609.027	118.05
609.449	119.3
609.87	120.04
610.292	120.92
610.713	121.8
611.135	122.62
611.556	123.8
611.977	125.24
612.398	126.55
612.82	127.42
613.241	129.71
613.662	130.77
614.083	131.95
614.504	133.95
614.925	135.32
615.345	137.27
615.766	139.09
616.187	141.71
616.608	143.75
617.028	145.74
617.449	147.92
617.869	151.02
618.29	152.57
618.71	155.65
619.131	158.9
619.551	160.48
619.971	163.65
620.391	166.42
620.811	169.16
621.231	171.39
621.651	174.85
622.071	179.06
622.491	181.33
622.911	184.71
623.331	188.09
623.751	191.8
624.17	195.12
624.59	199.67
625.009	202.32
625.429	207.39
625.848	210.84
626.268	214.98
626.687	217.59
627.106	222.66
627.526	225.55
627.945	229.42
628.364	231.86
628.783	236.31
629.202	236.73
629.621	239.44
630.04	239.99
630.459	240.15
630.878	240.4
631.296	238.32
631.715	235.79
632.134	232.32
632.552	228.11
632.971	223.09
633.389	216.58
633.807	210.65
634.226	201.6
634.644	193.63
635.062	185.57
635.48	176.87
635.899	169.93
636.317	161.14
636.735	153.04
637.153	146.4
637.57	138.98
637.988	132.41
638.406	126.77
638.824	120.49
639.241	116.34
639.659	110.56
640.077	106.41
640.494	102.01
640.912	99.32
641.329	94.99
641.746	92.09
642.164	89.47
642.581	86.49
642.998	84.51
643.415	81.39
643.832	78.96
644.249	77.04
644.666	75.11
645.083	73.4
645.5	71.57
645.916	70.28
646.333	68.16
646.75	66.64
647.166	65.28
647.583	63.44
647.999	62.3
648.416	61.51
648.832	59.97
649.249	59.17
649.665	57.71
650.081	56.84
650.497	55.83
650.913	54.72
651.329	54.24
651.745	53.22
652.161	52.04
652.577	52.09
652.993	50.83
653.409	49.99
653.824	49
654.24	48.65
654.655	47.51
655.071	46.66
655.486	46.8
655.902	45.88
656.317	45.14
656.732	45.11
657.148	44.44
657.563	43.31
657.978	43.36
658.393	42.41
658.808	41.22
659.223	41.33
659.638	40.34
660.053	40.82
660.467	40.13
660.882	38.65
661.297	38.48
661.711	38.23
662.126	37.71
662.54	37.17
662.955	36.53
663.369	36.53
663.784	35.75
664.198	34.49
664.612	34.23
665.026	34.3
665.44	33.71
665.854	33.13
666.268	32.93
666.682	32.68
667.096	32.17
667.51	31.73
667.924	31.17
668.337	30.6
668.751	30.15
669.164	30.21
669.578	29.33
669.991	28.91
670.405	28.91
670.818	27.96
671.231	27.91
671.645	27.45
672.058	27.13
672.471	26.7
672.884	26.24
673.297	25.8
673.71	25.97
674.123	25.86
674.536	24.98
674.948	25.07
675.361	24.06
675.774	23.89
676.186	24.46
676.599	23.62
677.011	23.07
677.424	23.09
677.836	23.03
678.248	22.56
678.661	22.44
679.073	22.6
679.485	22.16
679.897	21.7
680.309	21.27
680.721	20.93
681.133	21.71
681.545	20.44
681.957	20.37
682.368	20.71
682.78	20.02
683.192	19.83
683.603	18.95
684.015	19.63
684.426	19.42
684.837	19.31
685.249	18.63
685.66	18.7
686.071	18.72
686.482	17.72
686.893	18.31
687.304	18.15
687.715	17.33
688.126	17.72
688.537	17.39
688.948	17.46
689.359	16.69
689.769	16.98
690.18	16.95
690.591	16.62
691.001	16.41
691.411	16
691.822	15.76
692.232	16.07
692.642	15.92
693.053	15.27
693.463	14.88
693.873	14.79
694.283	14.67
694.693	14.7
695.103	14.13
695.513	14.35
695.922	14.24
696.332	14.26
696.742	13.51
697.151	14.36
697.561	13.81
697.97	13.34
698.38	12.61
698.789	13.21
699.199	12.51
699.608	12.67
700.017	12.87
700.426	12.41
700.835	12.6
701.244	11.84
701.653	12.05
702.062	11.94
702.471	11.32
702.88	11.77
703.289	11.88
703.697	11.02
704.106	11.11
704.514	11.08
704.923	10.84
705.331	10.89
705.74	11.15
706.148	10.53
706.556	10.66
706.965	10.2
707.373	9.74
707.781	10.38
708.189	10.53
708.597	9.11
709.005	9.5
709.413	9.38
709.82	9.13
710.228	9.52
710.636	8.33
711.043	9.32
711.451	8.9
711.858	8.78
712.266	8.44
712.673	8.67
713.081	7.86
713.488	8.57
713.895	8.71
714.302	7.65
714.709	8.6
715.116	8.11
715.523	7.67
715.93	7.12
716.337	7.77
716.744	7.21
717.15	8.76
717.557	7.5
717.964	7.81
718.37	7.22
718.777	7.21
719.183	6.92
719.589	6.4
719.996	7.19
720.402	6.96
720.808	5.92
721.214	6.74
721.62	6.78
722.026	6.8
722.432	5.68
722.838	6.2
723.244	6.8
723.65	6.7
724.055	6.32
724.461	5.8
724.867	5.99
725.272	6.26
725.678	6.35
726.083	5.82
726.488	5.4
726.894	6.81
727.299	6.19
727.704	5.39
728.109	5.07
728.514	5.15
728.919	4.84
729.324	5.24
729.729	5.56
730.134	5.23
730.538	4.85
730.943	5.06
731.348	5.17
731.752	5.06
732.157	4.83
732.561	5.25
732.966	4.57
733.37	4.94
733.774	4.3
734.178	4.77
734.582	4.73
734.987	4.43
735.391	4.07
735.795	4.02
736.198	4.29
736.602	4.24
737.006	4.39
737.41	4.14
737.813	4.43
738.217	4.38
738.621	3.82
739.024	4.48
739.427	4.08
739.831	3.61
740.234	4.03
740.637	4.25
741.04	2.64
741.444	3.72
741.847	4.08
742.25	3.09
742.652	4.01
743.055	3.22
743.458	4
743.861	4.24
744.264	2.91
744.666	3.75
745.069	2.45
745.471	2.91
745.874	2.08
746.276	3.36
746.678	3.88
747.081	3.99
747.483	3.25
747.885	2.66
748.287	3.2
748.689	2.84
749.091	3.04
749.493	2.72
749.895	2.39
750.296	2.77
750.698	2.77
751.1	2.71
751.501	2.17
751.903	2.74
752.304	2.82
752.706	3.04
753.107	2.14
753.508	2.53
753.909	2.16
754.311	2.84
754.712	2.93
755.113	1.51
755.514	2.61
755.915	3.28
756.315	2.72
756.716	2.69
757.117	2.23
757.518	1.54
757.918	2.07
758.319	2.08
758.719	3.15
759.12	2.45
759.52	2.1
759.92	1.66
760.321	1.96
760.721	2.11
761.121	2.49
761.521	3.03
761.921	1.89
762.321	2.73
762.721	2.69
763.12	2.74
763.52	1.83
763.92	2.54
764.319	2.46
764.719	2
765.118	2.02
765.518	2
765.917	2.9
766.317	2.29
766.716	3.26
767.115	3.02
767.514	2.13
767.913	1.7
768.312	1.72
768.711	1.77
769.11	1.66
769.509	1.89
769.907	1.72
770.306	1.56
770.705	1.18
771.103	2.71
771.502	2.62
771.9	2.2
772.299	1.15
772.697	1.7
773.095	2.43
773.493	1.88
773.891	2.6
774.29	1.09
774.688	1.58
775.085	0.99
775.483	1.78
775.881	1.67
776.279	1.19
776.677	0.72
777.074	2.15
777.472	2.83
777.869	3.28
778.267	2.07
778.664	1.69
779.061	2.43
779.459	1.14
779.856	2.91
780.253	2.7
780.65	2.09
781.047	2.41
781.444	2.45
781.841	2.57
782.238	2.21
782.634	2.4
783.031	0.91
783.428	2.56
783.824	2.21
784.221	2.26
784.617	2.73
785.014	2.1
785.41	2.58
785.806	1.57
786.202	1.86
786.598	2.06
786.994	1.92
787.39	-0.12
787.786	1.76
788.182	2.3
788.578	0.75
788.974	2.36
789.369	-1.01
789.765	2.29
790.161	2.27
790.556	1.05
790.952	2.13
791.347	2.11
791.742	0.27
792.137	2.89
792.533	0.46
792.928	3.31
793.323	1.52
793.718	2.18
794.113	0.68
794.508	1.98
794.902	1.48
795.297	1.65
795.692	1.81
796.086	1.53
796.481	2.56
796.875	0.79
797.27	1.47
797.664	0.28
798.058	2.7
798.453	2.59
798.847	1.42
799.241	1.62
799.635	0.29
800.029	1.13
800.423	1.13
800.817	0.06
801.21	0.12
801.604	1.79
801.998	-0.67
802.391	0.79
802.785	-1.09
803.178	0.82
803.572	0.26
803.965	2.21
804.358	1.55
804.752	1.86
805.145	1.87
805.538	3.16
805.931	0.39
806.324	1.74
806.717	1.22
807.11	0.15
807.502	1.66
807.895	0.15
808.288	0.07
808.68	0.48
809.073	-1.64
809.465	1.98
809.858	0.52
810.25	0.59
810.642	2.54
811.034	2.24
811.426	-0.48
811.818	2.09
812.21	-0.69
812.602	0.39
812.994	-0.48
813.386	-0.24
813.778	0.51
814.169	-0.41
814.561	3.18
814.953	2.2
815.344	3.48
815.736	1.85
816.127	1.86
816.518	-0.17
816.909	0.3
817.301	2.04
817.692	4.16
818.083	0.35
818.474	1.61
818.865	2.19
819.255	0.14
819.646	1.06
820.037	2.82
820.428	1.06
820.818	0.4
821.209	0.54
821.599	1.57
821.99	0.05
822.38	-0.59
822.77	1.51
823.16	-0.65
823.55	2.01
823.94	1.66
824.33	0.75
824.72	0.23
825.11	0.97
825.5	1.86
825.89	0.66
826.28	2.58
826.669	3.35
827.059	0.75
827.448	0.63
827.838	1.2
828.227	1.29
828.616	0.37
829.005	0.97
829.395	1.37
829.784	2.05
830.173	2.29
830.562	1.33
830.951	-0.15
831.339	-0.31
831.728	-0.91
832.117	0.39
832.506	0.87
832.894	0.63
833.283	1.2
833.671	0.14
834.059	2.08
834.448	0.48
834.836	-0.11
835.224	2.18
835.612	3.91
836	0.43
836.388	-0.35
836.776	1.13
837.164	-3.64
837.552	3.8
837.94	1.04
838.327	1.89
838.715	2.18
839.103	1.83
839.49	1.28
839.877	1.36
840.265	1.14
840.652	2.66
841.039	1.59
841.426	2.94
841.813	2.67
842.2	1.07
842.587	2.3
842.974	2.23
843.361	0.11
843.748	0.11
844.134	1
844.521	4.93
844.908	-1.06
845.294	1.61
845.681	2.8
846.067	0.11
846.453	4.45
846.839	3.81
847.226	-1.1
847.612	0.53
847.998	0.33
848.384	2.02
848.77	0.6
849.155	1.14
849.541	1.91
849.927	-1.29
850.312	0.16
850.698	-1.38
851.084	0.58
851.469	-0.96
851.854	0.06
852.24	0.71
852.625	1.74
853.01	2.04
853.395	0.37
853.78	2.79
854.165	2.76
854.55	-0.08
854.935	0.81
855.32	-1.76
855.704	3.32
856.089	1.01
856.474	0.13
856.858	2.23
857.243	3.68
857.627	2.89
858.011	-0.3
858.396	3.83
858.78	-0.41
859.164	2.59
859.548	-2.9
859.932	-0.43
860.316	1.56
860.7	3.61
861.083	1.59
861.467	3.93
861.851	3.55
862.234	2.11
862.618	0.76
863.001	-0.92
863.385	-1.58
863.768	1.87
864.151	4.18
864.534	2.52
864.918	3.6
865.301	5.35
865.684	2.3
866.066	2.08
866.449	3.91
866.832	1.61
867.215	5.37
867.597	5.52
867.98	2.27
868.363	-0.52
868.745	8.8
869.127	-0.62
869.51	3.46
869.892	4.38
870.274	1.69
870.656	0.94
871.038	1.28
871.42	4.16
871.802	1.85
872.184	3.74
872.566	0.07
872.948	0.13
873.329	0.56
873.711	2.83
874.092	-0.42
874.474	0.66
874.855	3.84
875.236	1.1
875.618	3.8
875.999	0.37
876.38	2.42
876.761	1.9
877.142	0.14
877.523	2.45
877.904	2.45
878.285	1.97
878.665	3.15
879.046	0.04
879.426	3.93
879.807	3.03
880.187	-1.8
880.568	1.58
880.948	-0.19
881.328	-0.27
881.708	2.98
882.089	-0.17
882.469	1.99
882.849	2.62
883.228	-3.66
883.608	1.2
883.988	1.25
884.368	-0.32
884.747	1.78
885.127	-0.31
885.506	4.61
885.886	1.08
886.265	-0.65
886.645	-5.05
887.024	-1.01
887.403	0.34
887.782	10.47
888.161	4.51
888.54	1.28
888.919	-0.75
889.298	3.1
889.676	2.79
890.055	2.17
890.434	-3
890.812	1.44
891.191	2.36
891.569	4.56
891.948	3.96
892.326	0.96
892.704	-0.22
893.082	-0.78
893.46	-1.48
893.838	-1.81
894.216	3.4
894.594	3.99
894.972	2.95
895.35	1.59
895.727	3.04
896.105	6.33
896.482	4.99
896.86	1.15
897.237	1.58
897.615	4.34
897.992	0.7
898.369	-0.42
898.746	1.09
899.123	-0.13
899.5	3.28
899.877	3.36
900.254	2.71
900.631	2.01
901.007	3.07
901.384	2.16
901.761	4.65
902.137	0.79
902.514	-1.32
902.89	3.08
903.266	2.26
903.642	4.35
904.019	1.82
904.395	-0.37
904.771	-0.45
905.147	-2.73
905.523	1.72
905.898	-3.92
906.274	4.05
906.65	-0.78
907.026	1.52
907.401	3.15
907.777	-1.4
908.152	2.63
908.527	7.47
908.903	0.68
909.278	4.8
909.653	2.09
910.028	0.9
910.403	4.26
910.778	-1.7
911.153	-3.62
911.528	-0.23
911.902	3.8
912.277	4.36
912.652	1.7
913.026	2.58
913.4	1.63
913.775	1.43
914.149	5.7
914.523	2.85
914.898	7.36
915.272	1.28
915.646	1.74
916.02	2.38
916.394	-2.37
916.767	2.57
917.141	-2.21
917.515	-4.4
917.888	3.58
918.262	4.96
918.635	3.61
919.009	-1.02
919.382	4.4
919.756	5.4
920.129	-1.26
920.502	-4.18
920.875	11.1
921.248	0.25
921.621	1.1
921.994	0.74
922.366	2.01
922.739	-2.09
923.112	2.89
923.484	2.97
923.857	11.69
924.229	2.86
924.602	7.15
924.974	6.24
925.346	0.2
925.718	-2.82
926.091	-0.88
926.463	3.33
926.835	-1.6
