wl	PWM32
296.022	0.17
296.478	0.28
296.934	-0.27
297.39	-0.04
297.846	0.9
298.302	0.31
298.758	0.23
299.214	0.45
299.669	0.6
300.125	-0.13
300.581	0.97
301.036	0.43
301.492	-0.19
301.947	-0.07
302.403	0.33
302.858	0.54
303.314	-0.24
303.769	-0.17
304.224	-0.67
304.68	0.54
305.135	0.2
305.59	0.79
306.045	0
306.5	-0.12
306.955	0.55
307.41	0.15
307.865	-0.38
308.32	0.44
308.775	0.4
309.23	0.29
309.685	-0.3
310.139	-0.14
310.594	0.41
311.049	0.37
311.503	0.17
311.958	-0.5
312.413	0.24
312.867	0.2
313.322	0.23
313.776	0.03
314.23	-0.22
314.685	-0.11
315.139	0.19
315.593	0.29
316.047	0.31
316.502	0.01
316.956	0.59
317.41	0.4
317.864	-0.08
318.318	0.15
318.772	0.09
319.226	-0.17
319.68	0.15
320.133	0.12
320.587	0.02
321.041	0.71
321.495	0.06
321.948	-0.05
322.402	-0.21
322.855	0.1
323.309	-0.45
323.762	0.33
324.216	-0.31
324.669	-0.04
325.123	-0.15
325.576	0.09
326.029	-0.3
326.482	-0.22
326.935	0.29
327.389	-0.3
327.842	0.13
328.295	0.32
328.748	-0.54
329.201	-0.62
329.654	-0.07
330.107	0.27
330.559	0.45
331.012	0.12
331.465	0.09
331.918	0.73
332.37	0.38
332.823	-0.06
333.275	0.34
333.728	-0.22
334.18	0.47
334.633	-0.12
335.085	-0.38
335.538	-0.26
335.99	0.15
336.442	0.48
336.894	0.1
337.347	0.34
337.799	0.39
338.251	0.25
338.703	0.17
339.155	0.23
339.607	-0.23
340.059	0.13
340.511	-0.07
340.963	0.03
341.414	0.47
341.866	0.61
342.318	-0.25
342.769	0.16
343.221	-0.56
343.673	0.17
344.124	0.04
344.576	-0.1
345.027	-0.15
345.478	0.13
345.93	0.3
346.381	-0.14
346.832	0.03
347.284	-0.08
347.735	0.74
348.186	-0.01
348.637	0.24
349.088	0.06
349.539	0.39
349.99	0.43
350.441	0.25
350.892	0.16
351.343	0.45
351.793	-0.23
352.244	0.21
352.695	0.34
353.146	-0.04
353.596	0.25
354.047	-0.11
354.497	0.45
354.948	0.33
355.398	-0.15
355.848	0.19
356.299	0.08
356.749	0.28
357.199	0.5
357.65	0.3
358.1	-0.25
358.55	0.09
359	0.42
359.45	0.23
359.9	-0.17
360.35	-0.25
360.8	-0.42
361.25	0.25
361.699	-0.18
362.149	-0.39
362.599	0.09
363.049	-0.34
363.498	-0.04
363.948	0.25
364.397	-0.08
364.847	-0.45
365.296	0.01
365.746	0.3
366.195	-0.01
366.644	0.28
367.094	0.55
367.543	-0.11
367.992	0.02
368.441	-0.47
368.89	0.21
369.339	-0.07
369.788	-0.11
370.237	-0.07
370.686	0.32
371.135	-0.53
371.584	-0.12
372.033	-0.09
372.482	0.52
372.93	0.62
373.379	0.18
373.827	-0.16
374.276	-0.41
374.725	0.56
375.173	0.37
375.621	-0.17
376.07	0.08
376.518	-0.11
376.966	-0.52
377.415	0.08
377.863	0.36
378.311	-0.14
378.759	-0.06
379.207	0.28
379.655	0.34
380.103	-0.57
380.551	0.15
380.999	0.07
381.447	-0.06
381.895	-0.12
382.342	-0.05
382.79	-0.36
383.238	0.47
383.685	0.1
384.133	-0.2
384.58	-0.08
385.028	0.15
385.475	-0.01
385.923	-0.16
386.37	-0.39
386.817	0.08
387.265	0.23
387.712	0.23
388.159	0.04
388.606	0.25
389.053	0.06
389.5	-0.05
389.947	-0.44
390.394	-0.23
390.841	0.11
391.288	-0.09
391.735	0.02
392.181	0.22
392.628	-0.18
393.075	-0.09
393.521	-0.16
393.968	0.14
394.414	0.54
394.861	0.25
395.307	-0.02
395.754	-0.06
396.2	0.16
396.646	-0.31
397.093	-0.37
397.539	-0.38
397.985	-0.46
398.431	0.45
398.877	0.3
399.323	0.41
399.769	0.1
400.215	0.11
400.661	0.03
401.107	0.23
401.552	0.29
401.998	-0.08
402.444	0.01
402.889	-0.07
403.335	-0.44
403.781	0.21
404.226	-0.17
404.672	0.22
405.117	0.26
405.562	0.33
406.008	0.22
406.453	0.31
406.898	0.12
407.343	0.05
407.789	-0.09
408.234	-0.16
408.679	0.28
409.124	0.29
409.569	0.09
410.014	0.01
410.458	-0.23
410.903	-0.18
411.348	-0.27
411.793	0.01
412.237	0.55
412.682	0.57
413.127	0.38
413.571	0.17
414.016	-0.27
414.46	0.05
414.904	0.22
415.349	0.73
415.793	-0.29
416.237	0.08
416.682	-0.56
417.126	-0.13
417.57	-0.07
418.014	0.32
418.458	-0.09
418.902	-0.05
419.346	0.09
419.79	0.03
420.233	0.12
420.677	-0.39
421.121	-0.22
421.565	-0.02
422.008	0.45
422.452	-0.09
422.895	0.23
423.339	-0.05
423.782	0.49
424.226	0.44
424.669	0.64
425.113	0.51
425.556	0.03
425.999	0.34
426.442	0.25
426.885	0.79
427.328	0.78
427.771	1.23
428.214	0.92
428.657	0.73
429.1	1.14
429.543	1.44
429.986	1.24
430.429	1.15
430.871	0.71
431.314	1.58
431.757	1.73
432.199	1.27
432.642	1.91
433.084	2.31
433.527	1.59
433.969	1.84
434.411	1.96
434.854	2.21
435.296	2.38
435.738	2.22
436.18	2.61
436.622	3.23
437.064	2.98
437.506	3.43
437.948	3.52
438.39	4.14
438.832	4.22
439.274	4.6
439.715	4.79
440.157	4.97
440.599	5.36
441.04	5.73
441.482	6.37
441.924	5.96
442.365	6.96
442.806	7.64
443.248	7.87
443.689	8.52
444.13	8.8
444.572	9.52
445.013	10.03
445.454	10.87
445.895	12
446.336	12.36
446.777	12.96
447.218	14.03
447.659	15.16
448.1	15.88
448.54	16.24
448.981	17.89
449.422	19.29
449.863	20.08
450.303	21.34
450.744	22.23
451.184	22.75
451.625	24.59
452.065	26.25
452.505	27.75
452.946	28.93
453.386	29.88
453.826	31.55
454.266	33.19
454.707	35.07
455.147	35.42
455.587	37.05
456.027	37.91
456.467	39.63
456.906	40.14
457.346	41.6
457.786	41.91
458.226	43.22
458.666	44.36
459.105	44.84
459.545	45.2
459.984	45.58
460.424	45.59
460.863	45.39
461.303	45.58
461.742	45.48
462.181	44.66
462.621	45.37
463.06	43.89
463.499	43.6
463.938	42.92
464.377	42.18
464.816	40.83
465.255	40.65
465.694	39.41
466.133	38.66
466.572	38.37
467.01	37.29
467.449	35.96
467.888	35.16
468.326	34.77
468.765	33.2
469.203	31.94
469.642	31.65
470.08	30.86
470.519	29.81
470.957	28.71
471.395	28.04
471.834	27.62
472.272	26.69
472.71	26.05
473.148	25.67
473.586	25
474.024	24.16
474.462	23.9
474.9	22.82
475.338	22.04
475.775	22
476.213	21.28
476.651	20.89
477.088	20.06
477.526	19.45
477.964	19.09
478.401	18.78
478.838	18.21
479.276	17.45
479.713	17.19
480.15	16.62
480.588	16.4
481.025	15.98
481.462	15.62
481.899	15.27
482.336	14.8
482.773	14.48
483.21	14
483.647	13.64
484.084	13.32
484.521	13.2
484.957	12.99
485.394	12.53
485.831	12.14
486.267	12.25
486.704	12.04
487.14	11.93
487.577	11.74
488.013	11.52
488.45	11.41
488.886	10.96
489.322	11.47
489.758	11.25
490.195	10.98
490.631	11.06
491.067	11.26
491.503	10.64
491.939	10.86
492.375	10.75
492.81	10.83
493.246	11.09
493.682	11.17
494.118	11
494.553	11
494.989	11.1
495.424	11.42
495.86	11.33
496.295	11.4
496.731	11.42
497.166	11.78
497.602	11.77
498.037	11.87
498.472	12.08
498.907	12.13
499.342	12.54
499.777	12.7
500.212	12.96
500.647	13.21
501.082	13.49
501.517	13.46
501.952	13.61
502.387	13.98
502.821	14.39
503.256	14.69
503.69	14.75
504.125	15.24
504.56	15.57
504.994	15.74
505.428	16.28
505.863	16.65
506.297	16.84
506.731	17.33
507.165	17.6
507.6	17.92
508.034	18.61
508.468	18.94
508.902	18.94
509.336	19.47
509.77	19.85
510.203	20.28
510.637	20.61
511.071	20.98
511.505	21.43
511.938	21.57
512.372	21.88
512.805	22.57
513.239	22.22
513.672	22.86
514.106	22.86
514.539	23.37
514.972	23.25
515.406	23.54
515.839	23.49
516.272	24.06
516.705	24.28
517.138	23.99
517.571	23.96
518.004	24.26
518.437	24.2
518.87	24.1
519.302	23.84
519.735	24.01
520.168	23.66
520.6	23.5
521.033	23.47
521.466	23.48
521.898	22.98
522.33	22.98
522.763	22.48
523.195	22.32
523.627	21.94
524.06	21.79
524.492	21.84
524.924	21.31
525.356	21.22
525.788	20.96
526.22	20.82
526.652	20.23
527.084	20.31
527.516	20.01
527.947	19.55
528.379	19.43
528.811	19.43
529.242	19.01
529.674	18.86
530.105	18.81
530.537	18.26
530.968	18.12
531.399	17.88
531.831	17.95
532.262	17.48
532.693	17.65
533.124	17.02
533.555	17.2
533.986	16.57
534.417	16.87
534.848	16.56
535.279	16.42
535.71	16.3
536.141	16.27
536.572	16.3
537.002	15.89
537.433	15.68
537.863	15.4
538.294	15.52
538.724	15.46
539.155	15.55
539.585	15.29
540.015	14.98
540.446	15.12
540.876	14.74
541.306	14.74
541.736	14.63
542.166	14.66
542.596	14.54
543.026	14.41
543.456	14.32
543.886	14.19
544.316	13.88
544.745	13.92
545.175	13.67
545.605	13.88
546.034	13.65
546.464	13.44
546.893	13.73
547.323	13.55
547.752	13.47
548.181	13.46
548.611	13
549.04	13.14
549.469	12.88
549.898	13.05
550.327	12.91
550.756	13.01
551.185	12.64
551.614	12.83
552.043	12.8
552.472	12.83
552.9	12.64
553.329	12.67
553.758	12.38
554.186	12.49
554.615	12.74
555.043	12.46
555.472	12.35
555.9	12.3
556.328	12.23
556.757	12.46
557.185	12.33
557.613	12.45
558.041	12.52
558.469	12.07
558.897	12.31
559.325	12.45
559.753	12.3
560.181	12.15
560.609	12.24
561.037	12.42
561.464	12.26
561.892	12.16
562.319	12.31
562.747	12.3
563.175	12.51
563.602	12.43
564.029	12.21
564.457	12.43
564.884	12.35
565.311	12.44
565.738	12.55
566.165	12.46
566.592	12.44
567.019	12.53
567.446	12.43
567.873	12.21
568.3	12.62
568.727	12.52
569.154	12.34
569.58	12.3
570.007	12.39
570.434	12.36
570.86	12.52
571.287	12.43
571.713	12.5
572.139	12.23
572.566	12.58
572.992	12.33
573.418	12.34
573.844	12.57
574.27	12.43
574.696	12.67
575.122	12.33
575.548	12.72
575.974	12.68
576.4	12.65
576.826	12.55
577.252	12.34
577.677	12.54
578.103	12.98
578.528	12.61
578.954	12.99
579.379	12.88
579.805	12.58
580.23	12.86
580.655	12.79
581.081	13
581.506	13.14
581.931	13.24
582.356	13.4
582.781	13.18
583.206	13.21
583.631	13.29
584.056	13.29
584.481	13.14
584.905	13.31
585.33	13.42
585.755	13.13
586.179	13.7
586.604	13.49
587.028	13.54
587.453	13.31
587.877	13.57
588.302	13.44
588.726	13.31
589.15	13.72
589.574	13.52
589.998	13.77
590.422	13.69
590.846	14.12
591.27	13.65
591.694	13.83
592.118	13.85
592.542	13.74
592.966	13.58
593.389	13.5
593.813	13.81
594.236	13.75
594.66	14.05
595.083	14
595.507	14.1
595.93	14.37
596.354	14.35
596.777	14.29
597.2	14.25
597.623	14.26
598.046	14.17
598.469	14.44
598.892	14.32
599.315	14.25
599.738	14.72
600.161	14.71
600.584	14.41
601.006	14.59
601.429	14.8
601.851	14.81
602.274	14.76
602.696	14.78
603.119	14.75
603.541	14.76
603.964	15.11
604.386	15.09
604.808	14.97
605.23	15.02
605.652	14.86
606.074	15.39
606.496	15.45
606.918	15.62
607.34	15.78
607.762	15.93
608.184	16.02
608.606	16.04
609.027	16.14
609.449	16.29
609.87	16.65
610.292	16.54
610.713	16.75
611.135	16.8
611.556	17.17
611.977	17.25
612.398	17.65
612.82	17.91
613.241	18.01
613.662	18.65
614.083	18.64
614.504	18.93
614.925	18.82
615.345	19.45
615.766	19.41
616.187	20.21
616.608	20.24
617.028	20.71
617.449	21.26
617.869	21.67
618.29	21.72
618.71	22.69
619.131	22.88
619.551	23.36
619.971	23.65
620.391	24.49
620.811	24.55
621.231	24.72
621.651	25.38
622.071	26.13
622.491	26.58
622.911	27.29
623.331	27.78
623.751	28.57
624.17	29.1
624.59	29.94
625.009	30.27
625.429	30.82
625.848	31.21
626.268	31.92
626.687	32.44
627.106	32.86
627.526	33.48
627.945	33.37
628.364	33.87
628.783	34.01
629.202	33.99
629.621	33.45
630.04	33.67
630.459	32.83
630.878	32.57
631.296	31.68
631.715	30.63
632.134	29.97
632.552	28.88
632.971	27.5
633.389	26.43
633.807	25.56
634.226	24.01
634.644	22.82
635.062	21.82
635.48	20.75
635.899	19.88
636.317	18.87
636.735	18.18
637.153	17.35
637.57	16.97
637.988	15.76
638.406	15.41
638.824	14.42
639.241	14.58
639.659	13.43
640.077	13.45
640.494	12.51
640.912	12.48
641.329	11.96
641.746	11.22
642.164	11.49
642.581	11.19
642.998	11.06
643.415	10.2
643.832	9.92
644.249	9.87
644.666	9.53
645.083	9.46
645.5	9.61
645.916	9.32
646.333	9.03
646.75	8.82
647.166	9
647.583	8.41
647.999	8.31
648.416	8.51
648.832	8.03
649.249	7.93
649.665	7.74
650.081	8.05
650.497	7.54
650.913	7.59
651.329	7.8
651.745	7.41
652.161	6.94
652.577	7.34
652.993	7.19
653.409	6.76
653.824	6.51
654.24	6.65
654.655	6.49
655.071	6.2
655.486	6.82
655.902	6.37
656.317	6.14
656.732	6.62
657.148	6.35
657.563	5.77
657.978	6.1
658.393	6.04
658.808	5.24
659.223	5.76
659.638	5.16
660.053	6.02
660.467	5.96
660.882	5.15
661.297	5.01
661.711	5.41
662.126	5.23
662.54	5.44
662.955	5.08
663.369	5.3
663.784	5.35
664.198	4.71
664.612	4.43
665.026	4.7
665.44	4.96
665.854	4.52
666.268	4.72
666.682	4.84
667.096	4.5
667.51	4.86
667.924	4.74
668.337	4.24
668.751	3.99
669.164	4.6
669.578	3.99
669.991	3.97
670.405	4.04
670.818	3.82
671.231	4.35
671.645	3.78
672.058	3.86
672.471	3.47
672.884	3.5
673.297	3.42
673.71	3.87
674.123	3.92
674.536	3.48
674.948	3.57
675.361	2.75
675.774	2.92
676.186	3.74
676.599	3.17
677.011	2.73
677.424	3.11
677.836	3.27
678.248	3.21
678.661	3.24
679.073	3.39
679.485	3.45
679.897	3.19
680.309	2.75
680.721	2.78
681.133	3.42
681.545	2.57
681.957	2.79
682.368	3.08
682.78	2.69
683.192	2.76
683.603	2.1
684.015	2.87
684.426	2.94
684.837	2.82
685.249	2.71
685.66	2.52
686.071	2.86
686.482	2.19
686.893	2.68
687.304	2.76
687.715	1.9
688.126	2.56
688.537	2.41
688.948	2.55
689.359	2.15
689.769	2.44
690.18	2.52
690.591	2.46
691.001	2.2
691.411	2.21
691.822	2.2
692.232	2.74
692.642	2.46
693.053	2.13
693.463	1.82
693.873	1.95
694.283	2.06
694.693	2.13
695.103	1.69
695.513	1.84
695.922	1.9
696.332	2.05
696.742	1.49
697.151	2.51
697.561	2.13
697.97	2.11
698.38	1.31
698.789	1.96
699.199	1.19
699.608	1.73
700.017	2.1
700.426	1.74
700.835	2.01
701.244	1.56
701.653	1.86
702.062	1.72
702.471	1.13
702.88	1.65
703.289	2.04
703.697	1.31
704.106	1.64
704.514	1.75
704.923	1.57
705.331	1.79
705.74	1.86
706.148	1.51
706.556	1.65
706.965	1.38
707.373	1.18
707.781	1.49
708.189	1.96
708.597	0.79
709.005	1.05
709.413	1.27
709.82	1.01
710.228	1.65
710.636	0.7
711.043	1.2
711.451	1.37
711.858	1.31
712.266	0.62
712.673	1.33
713.081	0.86
713.488	1.32
713.895	1.38
714.302	0.66
714.709	1.7
715.116	0.95
715.523	0.7
715.93	0.25
716.337	0.86
716.744	0.68
717.15	2.13
717.557	0.96
717.964	1.79
718.37	0.94
718.777	0.86
719.183	0.96
719.589	0.37
719.996	1.12
720.402	0.73
720.808	0.06
721.214	0.95
721.62	1.08
722.026	1.22
722.432	0.17
722.838	0.52
723.244	1.31
723.65	1.31
724.055	0.98
724.461	0.73
724.867	0.97
725.272	1
725.678	1.31
726.083	0.69
726.488	0.47
726.894	1.9
727.299	1.31
727.704	0.66
728.109	0.42
728.514	0.62
728.919	0.46
729.324	1
729.729	1.36
730.134	0.72
730.538	0.72
730.943	0.71
731.348	0.79
731.752	1.13
732.157	0.51
732.561	0.87
732.966	0.47
733.37	0.99
733.774	0.23
734.178	0.79
734.582	0.58
734.987	0.66
735.391	0.42
735.795	0.36
736.198	0.74
736.602	0.5
737.006	0.6
737.41	0.78
737.813	1
738.217	0.83
738.621	0.47
739.024	1.04
739.427	0.83
739.831	0.19
740.234	1
740.637	0.93
741.04	-0.61
741.444	0.21
741.847	1.12
742.25	0.04
742.652	0.66
743.055	0.13
743.458	1.08
743.861	1.1
744.264	0.24
744.666	0.69
745.069	-0.17
745.471	0.27
745.874	-1.04
746.276	0.45
746.678	0.84
747.081	1.22
747.483	0.67
747.885	0.11
748.287	0.44
748.689	-0.02
749.091	0.46
749.493	0.14
749.895	-0.01
750.296	0.15
750.698	0.2
751.1	0.23
751.501	-0.56
751.903	0.17
752.304	0.43
752.706	0.6
753.107	0.02
753.508	0.02
753.909	-0.41
754.311	0.52
754.712	0.45
755.113	-0.66
755.514	0.33
755.915	0.89
756.315	0.62
756.716	0.51
757.117	0.12
757.518	-0.5
757.918	-0.74
758.319	-0.38
758.719	1.18
759.12	0.53
759.52	-0.31
759.92	-0.48
760.321	0.08
760.721	0.31
761.121	0.49
761.521	1.14
761.921	-0.16
762.321	0.7
762.721	0.57
763.12	0.79
763.52	-0.06
763.92	0.54
764.319	0.52
764.719	0.16
765.118	-0.1
765.518	0.11
765.917	1.15
766.317	0.66
766.716	1.28
767.115	0.97
767.514	0.37
767.913	-0.41
768.312	-0.02
768.711	0.06
769.11	0.01
769.509	-0.07
769.907	-0.43
770.306	-0.46
770.705	-0.66
771.103	1.04
771.502	0.91
771.9	0.85
772.299	-0.75
772.697	0.11
773.095	0.41
773.493	0.13
773.891	1.32
774.29	-0.82
774.688	-0.24
775.085	-0.62
775.483	-0.24
775.881	0.36
776.279	-0.48
776.677	-1.02
777.074	0.25
777.472	0.9
777.869	1.62
778.267	0.19
778.664	0.34
779.061	0.64
779.459	-0.33
779.856	1.38
780.253	1.09
780.65	0.1
781.047	0.56
781.444	0.63
781.841	0.83
782.238	0.39
782.634	0.51
783.031	-0.87
783.428	0.75
783.824	0.63
784.221	0.72
784.617	1.11
785.014	0.5
785.41	1.01
785.806	-0.14
786.202	0.38
786.598	0.35
786.994	0.22
787.39	-1.73
787.786	-0.5
788.182	0.62
788.578	-0.92
788.974	0.96
789.369	-2.46
789.765	0.65
790.161	0.9
790.556	-1.12
790.952	-0.11
791.347	0.73
791.742	-0.92
792.137	1.63
792.533	-0.98
792.928	1.56
793.323	0.21
793.718	0.73
794.113	-0.97
794.508	0.75
794.902	-0.42
795.297	0.53
795.692	0.39
796.086	-0.07
796.481	0.78
796.875	-0.78
797.27	0.1
797.664	-2.06
798.058	1.22
798.453	1.21
798.847	-0.03
799.241	-0.38
799.635	-0.74
800.029	-0.47
800.423	-0.62
800.817	-1.23
801.21	-1.5
801.604	0
801.998	-1.64
802.391	-0.45
802.785	-2.08
803.178	-0.36
803.572	-1.42
803.965	0.56
804.358	0.31
804.752	0.14
805.145	0.72
805.538	2.06
805.931	-0.9
806.324	0.03
806.717	-0.46
807.11	-0.8
807.502	0.29
807.895	-0.9
808.288	-0.98
808.68	-1.07
809.073	-3.33
809.465	0.43
809.858	-0.58
810.25	-0.69
810.642	1.88
811.034	1.02
811.426	-1.62
811.818	1.13
812.21	-1.39
812.602	-0.38
812.994	-1.67
813.386	-1.2
813.778	-0.38
814.169	-1.73
814.561	1.67
814.953	1.21
815.344	2.04
815.736	0.3
816.127	1.04
816.518	-1.46
816.909	-0.76
817.301	1.04
817.692	3
818.083	-0.91
818.474	0.17
818.865	0.66
819.255	-1.65
819.646	0.18
820.037	1.83
820.428	-0.92
820.818	-1.53
821.209	-0.45
821.599	0.9
821.99	-1.12
822.38	-2.16
822.77	0.55
823.16	-1.18
823.55	0.86
823.94	0.76
824.33	-0.57
824.72	-1.01
825.11	-0.46
825.5	0.72
825.89	-0.87
826.28	1.42
826.669	1.9
827.059	-0.13
827.448	-0.84
827.838	-0.8
828.227	0.09
828.616	-0.64
829.005	0.78
829.395	0.95
829.784	0.81
830.173	1.29
830.562	-0.26
830.951	-1.7
831.339	-1.01
831.728	-2.18
832.117	-0.9
832.506	-0.23
832.894	-0.82
833.283	-0.61
833.671	0.02
834.059	0.8
834.448	-0.5
834.836	-1.25
835.224	1.34
835.612	2.05
836	-0.64
836.388	-1.8
836.776	0.09
837.164	-4.27
837.552	2.46
837.94	-0.7
838.327	0.31
838.715	0.62
839.103	-0.16
839.49	0.27
839.877	0.71
840.265	0.14
840.652	1.6
841.039	1.26
841.426	2.3
841.813	2.24
842.2	-0.24
842.587	1.25
842.974	1.67
843.361	-1.67
843.748	-1.05
844.134	-0.17
844.521	4.07
844.908	-2.66
845.294	0.71
845.681	1.18
846.067	-0.48
846.453	3.67
846.839	3.34
847.226	-2.49
847.612	-0.54
847.998	-1.15
848.384	0.54
848.77	-1.16
849.155	-0.9
849.541	1.05
849.927	-1.91
850.312	-0.59
850.698	-1.17
851.084	-1.44
851.469	-1.62
851.854	-1.26
852.24	-0.37
852.625	-0.03
853.01	1.28
853.395	-0.66
853.78	1.37
854.165	1.55
854.55	-1.93
854.935	-0.79
855.32	-3.16
855.704	1.08
856.089	-0.78
856.474	-0.82
856.858	2.59
857.243	2.45
857.627	1.59
858.011	-2.4
858.396	2.88
858.78	-1.2
859.164	2.3
859.548	-4.64
859.932	-1.38
860.316	-0.29
860.7	2.82
861.083	-0.02
861.467	3.28
861.851	1.73
862.234	0.96
862.618	-0.7
863.001	-2.18
863.385	-2.43
863.768	0.79
864.151	3.83
864.534	1.51
864.918	2.12
865.301	3.83
865.684	1.34
866.066	-0.13
866.449	2.34
866.832	-0.07
867.215	3.59
867.597	3.58
867.98	0.96
868.363	-1.26
868.745	7.36
869.127	-1.82
869.51	1.63
869.892	3.72
870.274	0.81
870.656	0.64
871.038	-0.44
871.42	2.46
871.802	0.03
872.184	1.99
872.566	-1.28
872.948	-2.08
873.329	-0.78
873.711	0.65
874.092	-2.41
874.474	-0.56
874.855	1.91
875.236	-1.01
875.618	1.67
875.999	-1.03
876.38	0.26
876.761	-0.21
877.142	-0.77
877.523	-0.2
877.904	1.78
878.285	0.21
878.665	2.31
879.046	-0.97
879.426	1.92
879.807	0.91
880.187	-3.38
880.568	0.17
880.948	-2.1
881.328	-3.33
881.708	0.78
882.089	-1.62
882.469	0.29
882.849	1.02
883.228	-3.66
883.608	1.12
883.988	-1.81
884.368	-1.49
884.747	-0.42
885.127	-1.43
885.506	2.8
885.886	-1.39
886.265	-1.8
886.645	-5.44
887.024	-2.49
887.403	-1.5
887.782	9.04
888.161	2.49
888.54	-0.47
888.919	-2.42
889.298	0.45
889.676	0.55
890.055	-0.24
890.434	-4.77
890.812	-0.66
891.191	0.65
891.569	2.99
891.948	2.02
892.326	-0.6
892.704	-2.35
893.082	-1.58
893.46	-2.33
893.838	-4.09
894.216	0.28
894.594	1.5
894.972	0.13
895.35	-0.21
895.727	1.64
896.105	3.2
896.482	1.84
896.86	-1.08
897.237	0.94
897.615	4.92
897.992	-0.83
898.369	-1.77
898.746	-1.13
899.123	-2.31
899.5	1.15
899.877	2.67
900.254	2.11
900.631	1.16
901.007	2.93
901.384	1.23
901.761	4.2
902.137	0.54
902.514	-1.96
902.89	2.62
903.266	0.24
903.642	1.73
904.019	-0.06
904.395	-1.15
904.771	-1.62
905.147	-4.31
905.523	0.57
905.898	-4.77
906.274	2.31
906.65	-2.55
907.026	0.36
907.401	1.89
907.777	-2.56
908.152	2.19
908.527	6.75
908.903	-0.36
909.278	3.47
909.653	1.18
910.028	0.55
910.403	3.01
910.778	-3.42
911.153	-5.55
911.528	-2.72
911.902	3.58
912.277	2.23
