wl	182
187.275	0
187.74	0
188.205	0
188.671	0
189.136	0
189.601	0
190.066	0
190.532	0
190.997	0
191.462	0
191.927	0
192.392	0
192.857	0
193.322	0
193.786	0
194.251	0
194.716	0
195.181	0
195.646	0
196.11	0
196.575	0
197.04	0
197.504	0
197.969	0
198.433	0
198.898	0
199.362	0
199.826	0
200.291	5.43
200.755	28.93
201.219	15.06
201.684	18.09
202.148	16.97
202.612	7.38
203.076	3.03
203.54	7.18
204.004	13.13
204.468	10.62
204.932	4.24
205.396	-1.03
205.86	11.27
206.324	6.46
206.788	9.18
207.251	2.22
207.715	9.17
208.179	-3.06
208.642	12.65
209.106	8.56
209.57	-4.15
210.033	4.75
210.497	3.72
210.96	-0.78
211.424	0.93
211.887	-0.87
212.35	1.77
212.814	6.68
213.277	7.65
213.74	6.22
214.203	-2.69
214.667	1.15
215.13	1.96
215.593	-0.74
216.056	4.13
216.519	1.79
216.982	0.54
217.445	6.51
217.908	3.97
218.37	3.58
218.833	2.83
219.296	5.86
219.759	2.9
220.221	1.65
220.684	-1.1
221.147	1.03
221.609	1.08
222.072	3.43
222.534	4.19
222.997	0.83
223.459	2.45
223.922	3.13
224.384	0.39
224.846	2.6
225.309	1.98
225.771	-0.58
226.233	0.55
226.695	5.36
227.157	-1.15
227.619	1.8
228.081	1.73
228.543	2.93
229.005	3.93
229.467	2.05
229.929	2.45
230.391	2.31
230.853	1.07
231.315	-0.07
231.776	0.63
232.238	0.27
232.7	2.6
233.161	0.44
233.623	1.66
234.084	1.58
234.546	1.18
235.007	0.85
235.469	0.34
235.93	0.6
236.391	0.95
236.853	1.82
237.314	1.89
237.775	1.29
238.236	0.94
238.697	1.02
239.159	0.61
239.62	0.77
240.081	2.4
240.542	0.48
241.003	2.34
241.463	1.67
241.924	1.14
242.385	0.08
242.846	0.84
243.307	2.7
243.767	1.45
244.228	0.09
244.689	1.71
245.149	0.89
245.61	1.49
246.07	-1.26
246.531	1.58
246.991	1.07
247.451	1.09
247.912	0.6
248.372	0.56
248.832	0.86
249.293	0.79
249.753	1.65
250.213	-0.13
250.673	0.95
251.133	0.49
251.593	1.28
252.053	1.62
252.513	0.65
252.973	1.85
253.433	0.7
253.893	0.61
254.352	0.96
254.812	0.51
255.272	1.96
255.732	1.35
256.191	0.61
256.651	0.97
257.11	3.19
257.57	0.81
258.029	1.38
258.489	-0.17
258.948	0.77
259.407	0.93
259.867	-0.76
260.326	0.91
260.785	1.65
261.244	0.87
261.703	0.42
262.163	1.34
262.622	0.68
263.081	0.76
263.54	0.89
263.999	0.65
264.457	1.69
264.916	-0.62
265.375	2.17
265.834	1.03
266.293	0.16
266.751	0.98
267.21	1.03
267.669	0.29
268.127	0.81
268.586	0.56
269.044	1.06
269.503	-0.67
269.961	0.69
270.419	0.23
270.878	0.11
271.336	1.44
271.794	1.14
272.252	1.01
272.711	0.98
273.169	0.04
273.627	-0.1
274.085	1.13
274.543	1.51
275.001	0.91
275.459	-0.33
275.917	1.34
276.374	0.98
276.832	0.71
277.29	0.64
277.748	1.01
278.205	0.88
278.663	0.81
279.121	0.71
279.578	0.79
280.036	1.32
280.493	0.82
280.951	-0.25
281.408	0.34
281.865	0.83
282.323	0.37
282.78	0.59
283.237	0.44
283.694	0.61
284.151	1.14
284.609	0.59
285.066	0.93
285.523	-0.03
285.98	1.03
286.437	0.71
286.893	-0.11
287.35	0.51
287.807	0.75
288.264	1.45
288.721	0.55
289.177	0.32
289.634	0.36
290.09	0.77
290.547	0.75
291.004	1.4
291.46	0.83
291.916	0.33
292.373	0.47
292.829	1.72
293.286	0.69
293.742	0.86
294.198	0.78
294.654	0.39
295.11	0.53
295.566	0.1
296.022	0.59
296.478	0.49
296.934	0.27
297.39	0.43
297.846	1.18
298.302	0.89
298.758	0.66
299.214	1.14
299.669	0.84
300.125	0.31
300.581	1.14
301.036	1.05
301.492	0.03
301.947	0.2
302.403	0.64
302.858	0.97
303.314	-0.04
303.769	0.29
304.224	-0.16
304.68	1.14
305.135	0.54
305.59	0.97
306.045	0.58
306.5	0.26
306.955	0.99
307.41	0.59
307.865	0.06
308.32	0.88
308.775	0.79
309.23	0.72
309.685	-0.05
310.139	0.15
310.594	0.72
311.049	0.66
311.503	0.8
311.958	-0.05
312.413	0.64
312.867	0.72
313.322	0.84
313.776	0.66
314.23	0.22
314.685	0.04
315.139	0.72
315.593	0.67
316.047	0.52
316.502	0.64
316.956	0.94
317.41	0.75
317.864	0.22
318.318	0.65
318.772	0.31
319.226	0.3
319.68	0.5
320.133	0.22
320.587	0.39
321.041	0.88
321.495	0.57
321.948	0.33
322.402	0.19
322.855	0.47
323.309	0
323.762	0.6
324.216	0.01
324.669	0.27
325.123	0.24
325.576	0.44
326.029	0.02
326.482	0.09
326.935	0.66
327.389	0.11
327.842	0.39
328.295	0.74
328.748	-0.09
329.201	-0.14
329.654	0.21
330.107	0.42
330.559	0.71
331.012	0.48
331.465	0.33
331.918	1
332.37	0.72
332.823	0.18
333.275	0.6
333.728	0.07
334.18	0.77
334.633	-0.02
335.085	0.04
335.538	0.02
335.99	0.4
336.442	0.72
336.894	0.46
337.347	0.55
337.799	0.67
338.251	0.59
338.703	0.61
339.155	0.61
339.607	0.26
340.059	0.31
340.511	0.17
340.963	0.3
341.414	0.66
341.866	0.83
342.318	0.06
342.769	0.42
343.221	-0.32
343.673	0.62
344.124	0.43
344.576	0.12
345.027	-0.1
345.478	0.38
345.93	0.51
346.381	0.07
346.832	0.35
347.284	0.28
347.735	0.97
348.186	0.18
348.637	0.68
349.088	0.3
349.539	0.56
349.99	0.64
350.441	0.54
350.892	0.52
351.343	0.79
351.793	0.02
352.244	0.25
352.695	0.62
353.146	0.16
353.596	0.49
354.047	0.12
354.497	0.82
354.948	0.5
355.398	0.02
355.848	0.42
356.299	0.29
356.749	0.42
357.199	0.89
357.65	0.66
358.1	0.13
358.55	0.28
359	0.51
359.45	0.59
359.9	0.01
360.35	0.2
360.8	-0.19
361.25	0.39
361.699	0.01
362.149	-0.08
362.599	0.5
363.049	-0.09
363.498	0.09
363.948	0.59
364.397	0.21
364.847	-0.28
365.296	0.2
365.746	0.6
366.195	0.28
366.644	0.51
367.094	0.8
367.543	0.21
367.992	0.3
368.441	-0.3
368.89	0.39
369.339	0.26
369.788	0.15
370.237	0.18
370.686	0.48
371.135	-0.18
371.584	0.12
372.033	0.15
372.482	0.71
372.93	0.85
373.379	0.45
373.827	0.15
374.276	-0.06
374.725	0.76
375.173	0.63
375.621	0.03
376.07	0.3
376.518	0.15
376.966	-0.16
377.415	0.4
377.863	0.37
378.311	0.1
378.759	0.25
379.207	0.67
379.655	0.62
380.103	-0.25
380.551	0.24
380.999	0.4
381.447	0.06
381.895	0.13
382.342	0.23
382.79	-0.09
383.238	0.69
383.685	0.27
384.133	0.1
384.58	0.25
385.028	0.5
385.475	0.22
385.923	0.08
386.37	-0.11
386.817	0.3
387.265	0.5
387.712	0.47
388.159	0.31
388.606	0.49
389.053	0.23
389.5	0.24
389.947	-0.31
390.394	-0.01
390.841	0.35
391.288	0.13
391.735	0.37
392.181	0.49
392.628	0.26
393.075	0.07
393.521	0.11
393.968	0.33
394.414	0.75
394.861	0.51
395.307	0.13
395.754	0.26
396.2	0.48
396.646	0.01
397.093	-0.13
397.539	0
397.985	-0.15
398.431	0.69
398.877	0.48
399.323	0.72
