wl	PWM145
299.214	0.9
299.669	0.93
300.125	0.18
300.581	1.1
301.036	0.9
301.492	-0.14
301.947	0.11
302.403	0.68
302.858	0.66
303.314	-0.02
303.769	0.01
304.224	-0.36
304.68	0.93
305.135	0.5
305.59	0.88
306.045	0.32
306.5	0.09
306.955	0.93
307.41	0.49
307.865	0.11
308.32	0.66
308.775	0.68
309.23	0.7
309.685	-0.02
310.139	-0.02
310.594	0.59
311.049	0.59
311.503	0.54
311.958	-0.08
312.413	0.48
312.867	0.62
313.322	0.59
313.776	0.51
314.23	-0.06
314.685	-0.01
315.139	0.49
315.593	0.6
316.047	0.71
316.502	0.5
316.956	0.83
317.41	0.64
317.864	0.24
318.318	0.55
318.772	0.32
319.226	0.27
319.68	0.33
320.133	0.31
320.587	0.14
321.041	0.6
321.495	0.36
321.948	0.18
322.402	0.02
322.855	0.4
323.309	-0.11
323.762	0.39
324.216	-0.13
324.669	0.24
325.123	0.02
325.576	0.34
326.029	-0.23
326.482	0.06
326.935	0.54
327.389	-0.05
327.842	0.39
328.295	0.62
328.748	-0.4
329.201	-0.36
329.654	0.1
330.107	0.24
330.559	0.53
331.012	0.36
331.465	0.27
331.918	0.96
332.37	0.58
332.823	0.13
333.275	0.67
333.728	-0.05
334.18	0.61
334.633	-0.06
335.085	0.01
335.538	-0.13
335.99	0.29
336.442	0.64
336.894	0.39
337.347	0.39
337.799	0.65
338.251	0.49
338.703	0.42
339.155	0.65
339.607	0.21
340.059	0.19
340.511	0.29
340.963	0.24
341.414	0.7
341.866	0.85
342.318	-0.1
342.769	0.4
343.221	-0.3
343.673	0.6
344.124	0.29
344.576	0.09
345.027	-0.06
345.478	0.36
345.93	0.57
346.381	-0.03
346.832	0.32
347.284	0.18
347.735	0.95
348.186	0.09
348.637	0.51
349.088	0.27
349.539	0.38
349.99	0.62
350.441	0.54
350.892	0.41
351.343	0.55
351.793	-0.11
352.244	0.26
352.695	0.54
353.146	0.25
353.596	0.44
354.047	-0.03
354.497	0.65
354.948	0.51
355.398	0.11
355.848	0.46
356.299	0.17
356.749	0.35
357.199	0.6
357.65	0.65
358.1	0.08
358.55	0.21
359	0.61
359.45	0.46
359.9	-0.08
360.35	-0.01
360.8	-0.24
361.25	0.3
361.699	-0.13
362.149	-0.2
362.599	0.34
363.049	-0.08
363.498	0.05
363.948	0.43
364.397	0.17
364.847	-0.29
365.296	0.16
365.746	0.44
366.195	0.17
366.644	0.6
367.094	0.75
367.543	0.13
367.992	0.26
368.441	-0.21
368.89	0.45
369.339	0.15
369.788	0.11
370.237	0.01
370.686	0.42
371.135	-0.21
371.584	-0.02
372.033	0.04
372.482	0.65
372.93	0.74
373.379	0.49
373.827	0.1
374.276	-0.09
374.725	0.78
375.173	0.48
375.621	-0.02
376.07	0.23
376.518	0
376.966	-0.32
377.415	0.36
377.863	0.52
378.311	0.08
378.759	0.05
379.207	0.5
379.655	0.5
380.103	-0.46
380.551	0.21
380.999	0.3
381.447	0.14
381.895	0.04
382.342	0.13
382.79	-0.12
383.238	0.62
383.685	0.23
384.133	-0.06
384.58	0.09
385.028	0.4
385.475	0.14
385.923	-0.01
386.37	-0.24
386.817	0.33
387.265	0.45
387.712	0.38
388.159	0.26
388.606	0.51
389.053	0.2
389.5	0.12
389.947	-0.25
390.394	0.02
390.841	0.28
391.288	0.02
391.735	0.2
392.181	0.52
392.628	0
393.075	0.04
393.521	0.07
393.968	0.23
394.414	0.71
394.861	0.36
395.307	0.15
395.754	0.07
396.2	0.41
396.646	-0.07
397.093	-0.19
397.539	-0.24
397.985	-0.25
398.431	0.66
398.877	0.43
399.323	0.56
399.769	0.19
400.215	0.27
400.661	0.29
401.107	0.37
401.552	0.56
401.998	0.1
402.444	0.26
402.889	0.16
403.335	-0.01
403.781	0.45
404.226	0.21
404.672	0.38
405.117	0.54
405.562	0.53
406.008	0.49
406.453	0.57
406.898	0.31
407.343	0.27
407.789	0.13
408.234	0.2
408.679	0.49
409.124	0.72
409.569	0.28
410.014	0.34
410.458	0
410.903	0.17
411.348	0.07
411.793	0.29
412.237	0.87
412.682	0.92
413.127	0.78
413.571	0.73
414.016	0.16
414.46	0.38
414.904	0.72
415.349	1.3
415.793	0.13
416.237	0.6
416.682	0.08
417.126	0.62
417.57	0.57
418.014	1.03
418.458	0.61
418.902	0.65
419.346	0.83
419.79	1.07
420.233	1.13
420.677	0.39
421.121	0.76
421.565	0.96
422.008	1.7
422.452	1.08
422.895	1.35
423.339	1.27
423.782	1.9
424.226	1.85
424.669	2.1
425.113	2.25
425.556	1.68
425.999	2.1
426.442	2.28
426.885	2.84
427.328	2.97
427.771	3.56
428.214	3.6
428.657	3.5
429.1	4.19
429.543	4.54
429.986	4.49
430.429	4.72
430.871	4.7
431.314	5.71
431.757	6.17
432.199	6.15
432.642	7.05
433.084	7.71
433.527	7.46
433.969	8.04
434.411	8.72
434.854	9.2
435.296	9.93
435.738	10.42
436.18	11.22
436.622	12.31
437.064	12.85
437.506	14.32
437.948	14.97
438.39	16.2
438.832	17.03
439.274	18.15
439.715	19.34
440.157	20.59
440.599	22.29
441.04	23.8
441.482	25.53
441.924	26.33
442.365	28.99
442.806	30.93
443.248	32.39
443.689	35.04
444.13	36.49
444.572	39.43
445.013	42.11
445.454	45.29
445.895	48.58
446.336	51.01
446.777	54.68
447.218	57.41
447.659	61.92
448.1	65.61
448.54	68.7
448.981	73.34
449.422	78.64
449.863	83.28
450.303	87.66
450.744	92.3
451.184	96.79
451.625	102.83
452.065	109.54
452.505	115.04
452.946	120
453.386	126.19
453.826	131.09
454.266	137.26
454.707	144.03
455.147	149.12
455.587	154.39
456.027	159.23
456.467	166.21
456.906	168.95
457.346	174.42
457.786	176.5
458.226	180.35
458.666	184.15
459.105	188.61
459.545	189.03
459.984	192.01
460.424	191.73
460.863	191.27
461.303	192.33
461.742	191.56
462.181	189.02
462.621	190.32
463.06	188.36
463.499	186.34
463.938	182.69
464.377	179.53
464.816	176.1
465.255	173.21
465.694	169.85
466.133	167.11
466.572	163.34
467.01	160.15
467.449	155.4
467.888	151.83
468.326	148.18
468.765	143.49
469.203	139.39
469.642	136.13
470.08	132.53
470.519	130.08
470.957	125.74
471.395	122.35
471.834	119.14
472.272	115.89
472.71	112.97
473.148	111.1
473.586	108.35
474.024	104.81
474.462	102.6
474.9	98.76
475.338	95.85
475.775	94.16
476.213	91.78
476.651	89.92
477.088	87.08
477.526	84.33
477.964	82.91
478.401	80.17
478.838	77.95
479.276	76.33
479.713	74.06
480.15	71.82
480.588	69.71
481.025	68.34
481.462	67.03
481.899	64.99
482.336	63.17
482.773	62.05
483.21	60.34
483.647	58.64
484.084	57.54
484.521	56.56
484.957	55.27
485.394	54.12
485.831	53.25
486.267	52.42
486.704	51.65
487.14	50.75
487.577	50.21
488.013	49.64
488.45	48.89
488.886	48
489.322	48.24
489.758	47.32
490.195	47.06
490.631	46.81
491.067	46.88
491.503	45.81
491.939	46.35
492.375	45.96
492.81	46.02
493.246	46.13
493.682	46.6
494.118	46.55
494.553	46.92
494.989	47.11
495.424	47.61
495.86	47.46
496.295	48.06
496.731	48.52
497.166	49.08
497.602	49.36
498.037	49.8
498.472	50.63
498.907	51.16
499.342	52.3
499.777	52.92
500.212	54.01
500.647	55.02
501.082	55.69
501.517	56.59
501.952	57.64
502.387	58.7
502.821	60.21
503.256	61.34
503.69	62.62
504.125	63.73
504.56	65.39
504.994	66.54
505.428	68.11
505.863	69.65
506.297	70.72
506.731	72.42
507.165	73.95
507.6	75.54
508.034	77.1
508.468	78.67
508.902	80.16
509.336	82.05
509.77	83.51
510.203	84.94
510.637	86.34
511.071	87.9
511.505	89.82
511.938	90.66
512.372	92.09
512.805	93.78
513.239	94.05
513.672	95.91
514.106	96.73
514.539	97.73
514.972	98.47
515.406	98.99
515.839	99.72
516.272	101.05
516.705	101.14
517.138	100.65
517.571	101.17
518.004	101.85
518.437	101.88
518.87	101.5
519.302	101.3
519.735	100.71
520.168	100.24
520.6	99.89
521.033	99.48
521.466	98.65
521.898	97.83
522.33	97.12
522.763	95.63
523.195	95.45
523.627	93.82
524.06	93.08
524.492	92.43
524.924	91.28
525.356	90.01
525.788	89.22
526.22	88.24
526.652	87.03
527.084	85.99
527.516	85.32
527.947	83.8
528.379	83.05
528.811	81.83
529.242	81.1
529.674	79.79
530.105	79.42
530.537	77.85
530.968	77.58
531.399	76.41
531.831	75.93
532.262	75.05
532.693	74.61
533.124	72.98
533.555	73.35
533.986	71.36
534.417	71.53
534.848	70.32
535.279	69.83
535.71	69.44
536.141	68.99
536.572	68.2
537.002	67.33
537.433	67.05
537.863	66.32
538.294	65.94
538.724	65.28
539.155	65.03
539.585	64.33
540.015	63.9
540.446	63.62
540.876	62.58
541.306	62.62
541.736	61.95
542.166	61.42
542.596	60.72
543.026	60.72
543.456	60.34
543.886	59.87
544.316	59.08
544.745	58.56
545.175	58.1
545.605	58.38
546.034	57.64
546.464	57.38
546.893	57.37
547.323	56.68
547.752	56.49
548.181	56.2
548.611	55.36
549.04	55.46
549.469	55.31
549.898	54.69
550.327	54.56
550.756	54.42
551.185	53.73
551.614	54.04
552.043	53.93
552.472	53.47
552.9	53.14
553.329	53.16
553.758	52.69
554.186	52.71
554.615	52.86
555.043	52.06
555.472	52.22
555.9	52.12
556.328	51.99
556.757	52.16
557.185	51.84
557.613	51.87
558.041	52
558.469	51.71
558.897	51.54
559.325	51.79
559.753	51.71
560.181	51.6
560.609	51.52
561.037	51.95
561.464	51.22
561.892	51.58
562.319	51.7
562.747	51.67
563.175	51.63
563.602	51.88
564.029	51.97
564.457	51.94
564.884	51.84
565.311	52.24
565.738	52.17
566.165	52.13
566.592	51.86
567.019	52.18
567.446	52.01
567.873	51.76
568.3	52.24
568.727	52.27
569.154	51.9
569.58	51.88
570.007	51.98
570.434	51.72
570.86	52.34
571.287	52
571.713	52.44
572.139	51.69
572.566	52.39
572.992	52.31
573.418	52.47
573.844	52.35
574.27	52.33
574.696	52.69
575.122	52.51
575.548	52.8
575.974	52.84
576.4	52.91
576.826	52.99
577.252	52.73
577.677	52.91
578.103	53.44
578.528	53.3
578.954	53.71
579.379	53.8
579.805	53.62
580.23	53.82
580.655	53.88
581.081	54.42
581.506	54.72
581.931	54.8
582.356	54.93
582.781	54.98
583.206	54.84
583.631	55.22
584.056	54.96
584.481	55.3
584.905	55.78
585.33	55.79
585.755	55.5
586.179	56.27
586.604	56
587.028	56.37
587.453	56.16
587.877	56.66
588.302	56.68
588.726	56.58
589.15	57.2
589.574	57.02
589.998	57.29
590.422	57.41
590.846	57.67
591.27	57.42
591.694	57.8
592.118	57.86
592.542	58.15
592.966	57.71
593.389	57.95
593.813	58.24
594.236	58.14
594.66	58.84
595.083	58.73
595.507	58.86
595.93	59.35
596.354	59
596.777	59.45
597.2	59.46
597.623	59.79
598.046	59.46
598.469	59.9
598.892	60.03
599.315	60.25
599.738	60.83
600.161	60.89
600.584	60.64
601.006	60.8
601.429	61.36
601.851	61.37
602.274	61.6
602.696	62.11
603.119	62.07
603.541	62.13
603.964	62.86
604.386	63.13
604.808	62.86
605.23	63.29
605.652	63.62
606.074	64.53
606.496	64.59
606.918	65.22
607.34	65.04
607.762	66.17
608.184	66.4
608.606	67.22
609.027	67.47
609.449	68.39
609.87	68.6
610.292	69.16
610.713	69.87
611.135	70.44
611.556	70.98
611.977	72.02
612.398	73.04
612.82	73.62
613.241	74.87
613.662	75.89
614.083	76.81
614.504	78.02
614.925	78.56
615.345	80.18
615.766	81.48
616.187	82.76
616.608	83.91
617.028	84.97
617.449	86.97
617.869	88.58
618.29	89.53
618.71	91.51
619.131	93.64
619.551	94.66
619.971	96.62
620.391	98.48
620.811	100.13
621.231	101.54
621.651	103.66
622.071	106.09
622.491	107.74
622.911	110.44
623.331	112.06
623.751	114.67
624.17	116.88
624.59	119.52
625.009	121.33
625.429	124.85
625.848	126.68
626.268	129.42
626.687	131.11
627.106	133.93
627.526	135.43
627.945	137.75
628.364	138.67
628.783	140.49
629.202	140.49
629.621	140.21
630.04	140.34
630.459	139.02
630.878	138.08
631.296	135.63
631.715	132.9
632.134	129.35
632.552	125.87
632.971	121.11
633.389	117.23
633.807	112.53
634.226	107.05
634.644	102.55
635.062	97.45
635.48	92.49
635.899	88.34
636.317	83.75
636.735	79.35
637.153	75.99
637.57	73.02
637.988	68.6
638.406	66.15
638.824	62.95
639.241	61.37
639.659	58.06
640.077	56.73
640.494	54.28
640.912	52.92
641.329	50.92
641.746	49.35
642.164	48.12
642.581	46.88
642.998	45.75
643.415	43.88
643.832	42.76
644.249	41.86
644.666	40.79
645.083	39.77
645.5	39.02
645.916	38.38
646.333	37.52
646.75	36.67
647.166	35.89
647.583	34.83
647.999	34.68
648.416	34.15
648.832	33.23
649.249	32.62
649.665	31.88
650.081	31.79
650.497	30.96
650.913	30.75
651.329	30.66
651.745	29.73
652.161	29.22
652.577	29.25
652.993	28.59
653.409	28.07
653.824	27.45
654.24	27.52
654.655	26.65
655.071	26.3
655.486	26.33
655.902	25.87
656.317	25.27
656.732	25.66
657.148	25.22
657.563	24.28
657.978	24.67
658.393	24.29
658.808	23
659.223	23.29
659.638	22.85
660.053	23.29
660.467	22.84
660.882	21.76
661.297	21.65
661.711	21.6
662.126	21.24
662.54	21.37
662.955	20.86
663.369	20.64
663.784	20.49
664.198	19.6
664.612	19.35
665.026	19.33
665.44	19.35
665.854	18.49
666.268	18.57
666.682	18.52
667.096	18.5
667.51	17.93
667.924	17.93
668.337	17.28
668.751	16.92
669.164	17.3
669.578	16.44
669.991	16.33
670.405	16.64
670.818	15.82
671.231	16
671.645	15.48
672.058	15.5
672.471	15.13
672.884	14.81
673.297	14.74
673.71	14.82
674.123	14.69
674.536	14.1
674.948	14.04
675.361	13.24
675.774	13.48
676.186	13.86
676.599	13.25
677.011	12.9
677.424	13.12
677.836	13.16
678.248	13.15
678.661	12.88
679.073	12.79
679.485	13.02
679.897	12.22
680.309	11.89
680.721	11.98
681.133	12.35
681.545	11.41
681.957	11.58
682.368	11.69
682.78	11.39
683.192	11.35
683.603	10.54
684.015	11.17
684.426	11.15
684.837	11.29
685.249	10.62
685.66	10.6
686.071	10.51
686.482	9.93
686.893	10.47
687.304	10.5
687.715	9.51
688.126	10.06
688.537	9.71
688.948	10.09
689.359	9.37
689.769	9.65
690.18	9.88
690.591	9.39
691.001	9.34
691.411	8.9
691.822	8.85
692.232	9.39
692.642	9.2
693.053	8.72
693.463	8.24
693.873	8.33
694.283	8.48
694.693	8.6
695.103	7.91
695.513	8.24
695.922	8.11
696.332	7.97
696.742	7.44
697.151	8.25
697.561	8.1
697.97	7.82
698.38	7.02
698.789	7.66
699.199	6.82
699.608	7.27
700.017	7.4
700.426	7.03
700.835	7.51
701.244	6.58
701.653	6.75
702.062	6.66
702.471	6.31
702.88	6.72
703.289	6.87
703.697	6.07
704.106	6.28
704.514	6.38
704.923	6.2
705.331	6.31
705.74	6.28
706.148	6.12
706.556	6.15
706.965	5.5
707.373	5.44
707.781	5.7
708.189	6.24
708.597	4.89
709.005	5.04
709.413	5.33
709.82	5.01
710.228	5.66
710.636	4.62
711.043	5.26
711.451	5.28
711.858	5.01
712.266	4.61
712.673	4.89
713.081	4.36
713.488	5.03
713.895	4.87
714.302	3.8
714.709	5.09
715.116	4.36
715.523	4.06
715.93	3.5
716.337	3.99
716.744	3.88
717.15	5.55
717.557	4.26
717.964	4.42
718.37	3.94
718.777	4.07
719.183	3.75
719.589	3.23
719.996	4.15
720.402	3.95
720.808	3.02
721.214	3.9
721.62	3.62
722.026	3.93
722.432	2.74
722.838	3.13
723.244	4
723.65	3.96
724.055	3.49
724.461	3.16
724.867	3.6
725.272	3.64
725.678	3.72
726.083	3.13
726.488	2.95
726.894	4.27
727.299	3.77
727.704	2.99
728.109	2.38
728.514	2.63
728.919	2.82
729.324	3.17
729.729	3.44
730.134	2.95
730.538	2.83
730.943	2.83
731.348	2.93
731.752	3.08
732.157	2.84
732.561	2.81
732.966	2.58
733.37	2.8
733.774	2.37
734.178	2.85
734.582	2.49
734.987	2.48
735.391	2.21
735.795	2.18
736.198	2.45
736.602	2.4
737.006	2.25
737.41	2.29
737.813	2.54
738.217	2.39
738.621	2.14
739.024	2.87
739.427	2.35
739.831	2.08
740.234	2.53
740.637	2.7
741.04	1.19
741.444	2.23
741.847	2.68
742.25	1.44
742.652	2.23
743.055	1.51
743.458	2.62
743.861	2.9
744.264	1.64
744.666	2.19
745.069	1.23
745.471	1.81
745.874	0.51
746.276	1.85
746.678	2.4
747.081	2.65
747.483	1.72
747.885	1.23
748.287	1.82
748.689	1.34
749.091	1.77
749.493	1.17
749.895	1.22
750.296	1.28
750.698	1.46
751.1	1.22
751.501	0.57
751.903	1.31
752.304	1.63
752.706	1.71
753.107	1.2
753.508	1.16
753.909	1
754.311	1.63
754.712	1.63
755.113	0.55
755.514	1.39
755.915	2.19
756.315	1.43
756.716	1.69
757.117	1.12
757.518	0.52
757.918	0.55
758.319	0.52
758.719	1.8
759.12	1.47
759.52	1.04
759.92	0.52
760.321	1.09
760.721	1.06
761.121	1.42
761.521	2.26
761.921	1.21
762.321	1.58
762.721	1.38
763.12	1.63
763.52	0.86
763.92	1.47
764.319	1.7
764.719	1.04
765.118	0.83
765.518	0.86
765.917	2.01
766.317	1.13
766.716	2.21
767.115	2.33
767.514	1.15
767.913	0.5
768.312	0.81
768.711	0.69
769.11	0.93
769.509	1.01
769.907	0.68
770.306	0.45
770.705	0.41
771.103	1.98
771.502	1.74
771.9	1.2
772.299	0.58
772.697	1.05
773.095	1.37
773.493	0.95
773.891	1.8
774.29	0.26
774.688	0.98
775.085	0.17
775.483	0.71
775.881	1.03
776.279	0.54
776.677	-0.32
777.074	1.43
777.472	1.86
777.869	2.54
778.267	1.26
778.664	1.03
779.061	1.46
779.459	0.23
779.856	2.13
780.253	1.75
780.65	0.87
781.047	1.56
781.444	1.78
781.841	1.07
782.238	1.31
782.634	1.26
783.031	0.17
783.428	1.77
783.824	1.5
784.221	1.45
784.617	1.87
785.014	1.27
785.41	1.04
785.806	0.9
786.202	1.1
786.598	0.89
786.994	1.1
787.39	-0.88
787.786	0.41
788.182	1.18
788.578	0.17
788.974	1.76
789.369	-1.93
789.765	1.66
790.161	1.4
790.556	-0.33
790.952	1.14
791.347	1.23
791.742	-0.15
792.137	2.62
792.533	-0.47
792.928	2.42
793.323	0.91
793.718	1.46
794.113	0.05
794.508	1.44
794.902	0.16
795.297	0.73
795.692	1.28
796.086	0.65
796.481	1.21
796.875	-0.46
797.27	0.74
797.664	-0.79
798.058	1.73
798.453	1.32
798.847	1.03
799.241	0.65
799.635	-0.06
800.029	0.53
800.423	-0.21
800.817	-0.25
801.21	-0.55
801.604	1.04
801.998	-1.14
802.391	0.32
802.785	-1.62
803.178	0.06
803.572	-0.8
803.965	1.41
804.358	1.02
804.752	1.32
805.145	1.36
805.538	2.58
805.931	0.09
806.324	0.72
806.717	0.16
807.11	-0.29
807.502	0.41
807.895	-0.36
808.288	-0.9
808.68	-0.34
809.073	-2.27
809.465	1.22
809.858	-0.13
810.25	-0.29
810.642	1.33
811.034	1.47
811.426	-1.21
811.818	1.67
812.21	-0.97
812.602	0.53
812.994	-1.16
813.386	-0.55
813.778	0.17
814.169	-1.38
814.561	2.67
814.953	1.75
815.344	2.34
815.736	0.36
816.127	1.46
816.518	-0.71
816.909	-0.29
817.301	1.26
817.692	3.26
818.083	-0.35
818.474	1.08
818.865	1.46
819.255	-0.8
819.646	0.43
820.037	2.06
820.428	0.3
820.818	-0.7
821.209	0.52
821.599	1.08
821.99	-0.1
822.38	-1.66
822.77	1.16
823.16	-0.57
823.55	1.41
823.94	1.28
824.33	-0.17
824.72	-0.57
825.11	0.87
825.5	1.26
825.89	-0.22
826.28	2.05
826.669	2.91
827.059	0.37
827.448	0.1
827.838	0.79
828.227	0.4
828.616	0.2
829.005	1.17
829.395	1.43
829.784	0.98
830.173	1.87
830.562	0.35
830.951	-1.13
831.339	-0.7
831.728	-1.38
832.117	0.43
832.506	0.07
832.894	-0.27
833.283	0.07
833.671	-0.13
834.059	1.09
834.448	0.15
834.836	-0.83
835.224	1.22
835.612	2.66
836	0.39
836.388	-0.81
836.776	0.13
837.164	-3.78
837.552	2.76
837.94	-0.25
838.327	1.36
838.715	0.63
839.103	0.41
839.49	0.82
839.877	0.8
840.265	0.55
840.652	1.59
841.039	1.45
841.426	2.69
841.813	1.99
842.2	0.09
842.587	1.67
842.974	1.69
843.361	-0.94
843.748	-0.04
844.134	0.4
844.521	3.92
844.908	-2.04
845.294	1.04
845.681	2.51
846.067	-0.02
846.453	3.86
846.839	3.87
847.226	-1.72
847.612	0.23
847.998	-0.87
848.384	1.11
848.77	0.16
849.155	-0.46
849.541	1.55
849.927	-1.77
850.312	-0.78
850.698	-1.68
851.084	-0.79
851.469	-1.29
851.854	-0.44
852.24	0.44
852.625	0.76
853.01	2.01
853.395	0
853.78	1.72
854.165	2.36
854.55	-1.18
854.935	0.01
855.32	-2.21
855.704	1.2
856.089	0.08
856.474	-0.03
856.858	1.66
857.243	2.68
857.627	2.17
858.011	-1.98
858.396	3.09
858.78	-0.96
859.164	2.45
859.548	-3.65
859.932	-1.77
860.316	0.36
860.7	3.51
861.083	0.55
861.467	3.2
861.851	2.12
862.234	0.83
862.618	-0.77
863.001	-1.56
863.385	-1.59
863.768	1.27
864.151	4.49
864.534	1.75
864.918	2.09
865.301	4
865.684	2.13
866.066	0.87
866.449	3.55
866.832	0.88
867.215	4.16
867.597	5.21
867.98	2.33
868.363	-1.09
868.745	7.42
869.127	-1.58
869.51	3.28
869.892	3.72
870.274	1.47
870.656	1.94
871.038	-0.6
871.42	2.24
871.802	1.63
872.184	1.98
872.566	-0.12
872.948	-0.88
873.329	0.69
873.711	1.86
874.092	-1.48
874.474	-0.16
874.855	2.89
875.236	-0.53
875.618	2.11
875.999	-0.62
876.38	1.35
876.761	1.07
877.142	-0.07
877.523	0.21
877.904	1.99
878.285	1.6
878.665	2.82
879.046	-1.3
879.426	3.22
879.807	1.26
880.187	-2.52
880.568	1.3
880.948	-0.39
881.328	-2.7
881.708	2.8
882.089	-0.62
882.469	0.8
882.849	1.71
883.228	-2.71
883.608	0.73
883.988	0.15
884.368	-1.67
884.747	0.69
885.127	-1.59
885.506	3.85
885.886	-1.28
886.265	-2.6
886.645	-5.2
887.024	-1.36
887.403	-1.36
887.782	9.92
888.161	3.19
888.54	0.49
888.919	-1.99
889.298	2.02
889.676	1.28
890.055	0.42
890.434	-4.56
890.812	-0.26
891.191	2.15
891.569	3.53
891.948	4.26
892.326	0
892.704	-1.37
893.082	-0.3
893.46	-1.81
893.838	-3.25
894.216	1.52
894.594	2.72
894.972	1.46
895.35	-0.43
895.727	1.7
896.105	4.78
896.482	3.39
896.86	-0.18
897.237	1.8
897.615	3.84
897.992	-0.94
898.369	-2.67
898.746	0.4
899.123	-1.28
899.5	2.06
899.877	2.61
900.254	1.8
900.631	0.61
901.007	3.35
901.384	0.16
901.761	4.56
902.137	1.05
902.514	-1.79
902.89	2.1
903.266	1.64
903.642	3.35
904.019	1.35
904.395	-1.3
904.771	-1.14
905.147	-3.27
905.523	1.3
905.898	-4.69
906.274	3.18
906.65	-2.03
907.026	1.2
907.401	2.17
907.777	-3.13
908.152	2.79
908.527	6.32
908.903	0.28
909.278	4.15
909.653	0.88
910.028	-0.08
910.403	3.96
910.778	-2.28
911.153	-4.83
911.528	-3.25
911.902	3.01
912.277	2.42
912.652	2.33
913.026	2.33
913.4	0.7
913.775	0.59
914.149	4.66
914.523	-0.22
914.898	5.06
915.272	0.72
915.646	1.04
916.02	1.6
916.394	-4.44
916.767	0.99
917.141	-5.09
917.515	-5.49
917.888	4.29
918.262	4.69
918.635	5.09
919.009	-1.35
919.382	2.36
919.756	5.97
920.129	-3.53
920.502	-2.44
920.875	10.65
921.248	-2.11
921.621	1.12
