wl	G
805.931	347.2266667
806.324	338.6444444
806.717	339.4255556
807.11	338.3855556
807.502	334.7455556
807.895	335.7866667
808.288	335.7866667
808.68	339.9477778
809.073	351.3911111
809.465	353.2111111
809.858	363.6133333
810.25	363.0922222
810.642	369.3333333
811.034	376.6144444
811.426	381.5555556
811.818	383.6355556
812.21	383.3755556
812.602	374.5333333
812.994	367.7722222
813.386	361.0111111
813.778	361.0111111
814.169	356.59
814.561	348.5288889
814.953	352.95
815.344	354.77
815.736	357.8911111
816.127	361.2722222
816.518	369.3333333
816.909	372.4533333
817.301	377.1344444
817.692	382.3366667
818.083	391.4377778
818.474	378.9544444
818.865	379.4755556
819.255	368.2933333
819.646	361.0111111
820.037	362.8322222
820.428	358.6722222
820.818	360.4933333
821.209	348.27
821.599	340.4688889
821.99	348.5311111
822.38	341.7688889
822.77	353.4711111
823.16	362.0533333
823.55	355.5511111
823.94	350.87
824.33	346.9688889
824.72	354.7711111
825.11	355.8111111
825.5	358.9311111
825.89	361.2722222
826.28	356.8511111
826.669	355.03
827.059	357.6311111
827.448	367.5133333
827.838	364.3922222
828.227	360.2311111
828.616	364.1322222
829.005	355.5511111
829.395	357.8911111
829.784	356.8511111
830.173	353.2111111
830.562	356.8522222
830.951	348.79
831.339	349.5711111
831.728	350.6111111
832.117	345.15
832.506	345.41
832.894	343.85
833.283	341.5088889
833.671	350.3511111
834.059	352.1711111
834.448	357.6322222
834.836	361.5322222
835.224	368.5533333
835.612	377.1355556
836	378.9555556
836.388	381.8155556
836.776	385.4566667
837.164	382.0755556
837.552	377.1344444
837.94	372.7133333
838.327	369.8533333
838.715	365.4333333
839.103	364.6522222
839.49	369.5933333
839.877	367.2533333
840.265	364.6533333
840.652	362.0522222
841.039	362.0522222
841.426	368.8144444
841.813	369.8544444
842.2	372.1944444
842.587	374.0155556
842.974	367.7744444
843.361	374.7955556
843.748	373.7544444
844.134	376.8755556
844.521	377.3955556
844.908	374.2744444
845.294	372.9744444
845.681	372.9744444
846.067	360.4911111
846.453	358.67
846.839	359.19
847.226	363.8711111
847.612	356.0688889
847.998	361.27
848.384	364.3911111
848.77	363.09
849.155	356.0688889
849.541	357.3688889
849.927	359.45
850.312	352.6888889
850.698	356.59
851.084	358.9311111
851.469	357.8911111
851.854	358.4111111
852.24	366.4733333
852.625	372.7144444
853.01	380.7766667
853.395	376.6155556
853.78	381.5566667
854.165	372.7144444
854.55	365.4322222
854.935	366.4722222
855.32	365.9522222
855.704	363.3522222
856.089	359.9711111
856.474	355.29
856.858	366.2122222
857.243	366.4722222
857.627	369.3333333
858.011	381.0366667
858.396	371.4144444
858.78	375.3144444
859.164	378.4344444
859.548	377.6544444
859.932	377.1344444
860.316	377.3944444
860.7	369.5933333
861.083	374.7944444
861.467	370.8933333
861.851	371.6733333
862.234	359.4511111
862.618	350.8688889
863.001	352.9488889
863.385	355.2888889
863.768	354.2488889
864.151	359.97
864.534	351.9077778
864.918	360.23
865.301	363.3511111
865.684	364.9111111
866.066	367.7722222
866.449	363.3522222
866.832	363.8733333
867.215	365.4333333
867.597	366.2133333
867.98	376.6155556
868.363	363.8722222
868.745	364.6522222
869.127	375.8355556
869.51	377.3955556
869.892	376.3544444
870.274	374.5333333
870.656	373.7533333
871.038	368.5522222
871.42	356.33
871.802	364.6522222
872.184	365.9522222
872.566	353.9888889
872.948	353.4688889
873.329	357.63
873.711	364.3922222
874.092	356.8511111
874.474	358.1511111
874.855	364.6522222
875.236	365.6922222
875.618	359.1911111
875.999	362.8322222
876.38	366.4733333
876.761	367.2533333
877.142	355.29
877.523	358.67
877.904	359.45
878.285	357.11
878.665	352.4288889
879.046	354.77
879.426	357.89
879.807	353.2088889
880.187	348.2677778
880.568	352.1688889
880.948	345.1477778
881.328	347.7488889
881.708	346.9688889
882.089	348.0088889
882.469	355.03
882.849	354.25
883.228	354.51
883.608	358.4111111
883.988	362.0522222
884.368	371.6744444
884.747	370.1133333
885.127	367.5122222
885.506	366.4722222
885.886	362.5711111
886.265	359.4511111
886.645	356.07
887.024	348.5288889
887.403	343.8477778
887.782	337.8666667
888.161	338.9077778
888.54	342.5488889
888.919	345.93
889.298	348.2711111
889.676	353.7322222
890.055	351.6522222
890.434	352.9522222
890.812	351.6511111
891.191	355.2911111
891.569	353.47
891.948	357.1111111
892.326	348.5288889
892.704	350.6088889
893.082	352.4288889
893.46	358.67
893.838	369.3322222
894.216	363.3511111
894.594	364.9122222
894.972	363.6122222
895.35	368.8133333
895.727	373.4944444
896.105	365.6933333
896.482	369.0744444
896.86	370.1144444
897.237	359.7122222
897.615	369.8544444
897.992	368.0333333
898.369	374.0144444
898.746	369.3333333
899.123	367.7733333
899.5	369.3333333
899.877	354.25
900.254	345.6688889
900.631	349.57
901.007	348.79
901.384	356.8522222
901.761	351.9111111
902.137	351.13
902.514	354.77
902.89	355.29
903.266	358.41
903.642	364.3911111
904.019	363.35
904.395	364.65
904.771	358.1488889
905.147	358.6688889
905.523	351.9077778
905.898	347.2266667
906.274	354.2477778
906.65	350.8677778
907.026	350.6077778
907.401	355.5488889
907.777	355.8088889
908.152	350.6077778
908.527	353.9888889
908.903	358.41
909.278	363.8711111
909.653	356.07
910.028	356.59
910.403	362.8311111
910.778	367.2522222
911.153	365.9522222
911.528	374.0133333
911.902	375.3133333
912.277	371.6722222
912.652	373.4933333
913.026	370.8922222
913.4	379.7344444
913.775	379.4744444
914.149	373.4933333
914.523	369.0722222
914.898	371.4133333
915.272	367.5122222
915.646	374.2744444
916.02	368.5533333
916.394	367.2533333
916.767	354.25
917.141	342.2877778
917.515	336.3066667
917.888	349.05
918.262	342.5477778
918.635	341.7677778
919.009	340.9866667
919.382	342.2866667
919.756	356.59
920.129	360.7511111
920.502	364.6511111
920.875	369.3322222
921.248	360.23
921.621	358.15
921.994	357.63
922.366	349.5688889
922.739	349.8288889
923.112	347.7488889
923.484	352.95
923.857	361.0122222
924.229	357.6311111
924.602	358.1511111
924.974	360.2311111
925.346	366.4733333
925.718	376.8755556
926.091	375.5755556
926.463	366.9933333
926.835	372.1944444
927.206	364.3922222
927.578	370.1133333
927.95	372.7144444
928.322	367.7733333
928.693	359.4511111
929.065	356.07
929.436	354.2488889
929.808	353.4688889
930.179	351.3877778
930.55	356.0688889
930.921	353.7288889
931.293	352.1677778
931.664	357.6288889
932.035	364.91
932.406	368.2911111
932.776	368.8111111
933.147	368.03
933.518	359.9688889
933.888	361.53
934.259	357.6288889
934.63	358.93
935	361.0111111
935.37	353.47
935.741	347.4888889
936.111	343.8488889
936.481	346.19
936.851	355.0322222
937.221	349.0511111
937.591	353.2122222
937.961	347.7511111
938.331	333.9677778
938.7	337.3477778
939.07	339.9477778
939.44	353.9911111
939.809	354.2511111
940.178	352.43
940.548	356.33
940.917	352.9488889
941.286	353.7288889
941.656	362.0511111
942.025	362.0511111
942.394	359.9711111
942.763	356.85
943.131	355.29
943.5	351.65
943.869	339.6877778
944.238	341.2488889
944.606	348.53
944.975	345.6688889
945.343	344.3688889
945.712	344.6288889
946.08	341.2477778
946.448	340.7277778
946.816	343.0677778
947.184	351.65
947.552	348.7888889
947.92	346.1888889
948.288	346.9688889
948.656	344.1088889
949.024	349.31
949.392	355.5522222
949.759	355.2911111
950.127	355.5511111
950.494	351.13
950.862	352.17
951.229	345.4077778
951.596	350.0888889
951.963	351.6488889
952.33	347.4877778
952.697	335.5244444
953.064	342.0266667
953.431	341.7666667
953.798	349.8277778
954.165	356.59
954.532	361.0111111
954.898	358.9311111
955.265	358.9311111
955.631	361.7922222
955.998	364.1333333
956.364	363.6133333
956.73	362.0533333
957.096	354.2522222
957.463	351.3911111
957.829	349.8311111
958.195	346.45
958.56	344.63
958.926	343.3288889
959.292	347.7488889
959.658	350.0888889
960.023	351.6488889
960.389	354.2488889
960.754	350.0877778
961.12	353.4688889
961.485	353.7288889
961.85	352.4277778
962.216	349.0477778
962.581	345.9277778
962.946	343.5877778
963.311	352.43
963.676	353.9911111
964.041	359.4522222
964.405	353.73
964.77	361.7922222
965.135	367.7733333
965.499	367.5133333
965.864	366.4733333
966.228	362.5722222
966.592	355.81
966.957	361.2711111
967.321	360.7511111
967.685	367.5133333
968.049	367.2533333
968.413	363.8733333
968.777	362.5722222
969.141	371.1533333
969.504	375.0544444
969.868	372.1944444
970.232	372.1944444
970.595	375.0555556
970.959	376.6155556
971.322	373.2344444
971.686	371.6733333
972.049	372.1944444
972.412	365.9533333
972.775	365.1733333
973.138	363.6133333
973.501	361.2722222
973.864	358.4111111
974.227	350.0888889
974.59	355.03
974.952	352.69
975.315	352.4288889
975.677	349.3077778
976.04	342.0255556
976.402	343.3255556
976.765	342.0255556
977.127	336.3044444
977.489	337.8655556
977.851	333.1844444
978.213	336.0455556
978.575	344.8877778
978.937	347.2288889
979.299	348.5288889
979.661	354.51
980.022	358.6711111
980.384	361.5322222
980.745	362.8322222
981.107	358.6711111
981.468	356.33
981.83	346.4477778
982.191	332.4044444
982.552	331.3644444
982.913	328.7633333
983.274	326.9422222
983.635	340.2044444
983.996	345.6655556
984.357	350.3466667
984.718	353.2077778
985.078	361.01
985.439	375.8333333
985.799	374.0133333
986.16	372.1933333
986.52	370.1133333
986.88	352.17
987.241	353.21
987.601	356.0711111
987.961	355.8111111
988.321	349.57
988.681	339.6877778
989.041	342.8077778
989.4	344.3677778
989.76	349.8288889
990.12	357.63
990.479	353.2088889
990.839	354.2488889
991.198	349.3077778
991.558	349.0477778
991.917	364.3911111
992.276	371.4133333
992.635	374.0144444
992.994	366.9933333
993.353	369.8544444
993.712	366.2144444
994.071	362.3133333
994.43	376.0955556
994.789	376.6155556
995.147	368.0333333
995.506	361.5311111
995.864	353.7288889
996.223	356.8488889
996.581	351.9077778
996.939	352.1677778
997.297	361.01
997.656	354.5088889
998.014	353.9888889
998.372	358.93
998.729	363.8711111
999.087	369.3322222
999.445	366.2122222
999.803	364.3911111
1000.16	361.27
1000.518	345.4066667
1000.875	344.3666667
1001.233	345.4066667
1001.59	338.1255556
1001.947	333.9655556
1002.304	331.3655556
1002.661	332.4055556
1003.018	342.2877778
1003.375	346.4488889
1003.732	348.5288889
1004.089	342.0277778
1004.446	339.4266667
1004.802	344.8877778
1005.159	344.3677778
1005.516	349.0488889
1005.872	349.8288889
1006.228	336.5666667
1006.585	344.3688889
1006.941	342.0288889
1007.297	353.2111111
1007.653	362.0533333
1008.009	360.7533333
1008.365	366.7344444
1008.721	363.3533333
1009.076	360.2322222
1009.432	366.7333333
1009.788	367.7733333
1010.143	372.4544444
1010.499	367.2533333
1010.854	364.6522222
1011.21	365.1722222
1011.565	356.85
1011.92	347.7477778
1012.275	353.47
1012.63	359.4511111
1012.985	345.1477778
1013.34	350.3488889
1013.695	353.4688889
1014.049	351.1288889
1014.404	342.8066667
1014.759	346.4477778
1015.113	352.17
1015.468	349.0488889
1015.822	344.3677778
1016.176	350.6088889
1016.53	340.4666667
1016.885	337.6066667
1017.239	337.6066667
1017.593	347.2288889
1017.947	343.5877778
1018.3	342.2866667
1018.654	339.6855556
1019.008	335.5244444
1019.362	335.5244444
1019.715	340.4655556
1020.069	336.3044444
1020.422	336.5644444
1020.775	334.4844444
1021.128	339.1655556
1021.482	345.6677778
1021.835	348.7888889
1022.188	359.1922222
1022.541	363.8733333
1022.894	365.1733333
1023.246	375.5755556
1023.599	375.5755556
1023.952	378.1755556
1024.304	382.0766667
1024.657	375.0544444
1025.009	368.8133333
1025.362	355.81
1025.714	349.8288889
1026.066	346.9677778
1026.418	336.8255556
1026.77	338.3855556
1027.122	339.1655556
1027.474	338.9055556
1027.826	342.0266667
1028.178	344.3666667
1028.529	348.2677778
1028.881	339.4255556
1029.233	338.3855556
1029.584	340.4655556
1029.935	334.7444444
1030.287	328.2433333
1030.638	319.6611111
1030.989	320.7011111
1031.34	326.4222222
1031.691	325.1211111
1032.042	326.9411111
1032.393	324.0811111
1032.744	328.7622222
1033.095	325.3822222
1033.445	322.5222222
1033.796	320.1822222
1034.146	315.82625
1034.497	307.2171429
1034.847	303.15
1035.197	307.286
