wl	B
802.785	384.8377778
803.178	384.0577778
803.572	377.5566667
803.965	376.7766667
804.358	367.1544444
804.752	362.9944444
805.145	358.8333333
805.538	357.5333333
805.931	364.5555556
806.324	357.0144444
806.717	352.8533333
807.11	351.8122222
807.502	350.2522222
807.895	364.8155556
808.288	370.7966667
808.68	365.0755556
809.073	365.0755556
809.465	357.0133333
809.858	364.2944444
810.25	363.5144444
810.642	375.2177778
811.034	371.0566667
811.426	358.0533333
811.818	359.6133333
812.21	373.3966667
812.602	374.1766667
812.994	379.8977778
813.386	370.7955556
813.778	370.5355556
814.169	360.6533333
814.561	373.3955556
814.953	373.6555556
815.344	366.1144444
815.736	357.5322222
816.127	354.1511111
816.518	345.8288889
816.909	343.4888889
817.301	342.4488889
817.692	342.4488889
818.083	327.3655556
818.474	328.9255556
818.865	329.7055556
819.255	328.1455556
819.646	326.0655556
820.037	323.7255556
820.428	339.0688889
820.818	335.6877778
821.209	344.27
821.599	348.4311111
821.99	345.8311111
822.38	349.9922222
822.77	344.7911111
823.16	347.3911111
823.55	356.7533333
823.94	350.2522222
824.33	357.5333333
824.72	351.8111111
825.11	355.7122222
825.5	368.7155556
825.89	363.2533333
826.28	372.6155556
826.669	367.6744444
827.059	369.2344444
827.448	368.4544444
827.838	370.5355556
828.227	371.0566667
828.616	373.6566667
829.005	361.9533333
829.395	370.5355556
829.784	368.4544444
830.173	379.6377778
830.562	374.1766667
830.951	377.5566667
831.339	370.2744444
831.728	369.2333333
832.117	361.9522222
832.506	368.4533333
832.894	371.0544444
833.283	373.6555556
833.671	368.9744444
834.059	369.4944444
834.448	371.8355556
834.836	374.1766667
835.224	369.2355556
835.612	373.1366667
836	365.5955556
836.388	350.7722222
836.776	344.5311111
837.164	335.4288889
837.552	333.6088889
837.94	327.1066667
838.327	326.5866667
838.715	335.4288889
839.103	333.8677778
839.49	345.05
839.877	348.43
840.265	353.3711111
840.652	362.4733333
841.039	368.4544444
841.426	366.8944444
841.813	366.3744444
842.2	362.4733333
842.587	365.5944444
842.974	364.8144444
843.361	366.1155556
843.748	358.5733333
844.134	359.6133333
844.521	358.0533333
844.908	357.5333333
845.294	360.9133333
845.681	365.5944444
846.067	364.0344444
846.453	355.9722222
846.839	358.8322222
847.226	364.2933333
847.612	358.3122222
847.998	354.4111111
848.384	357.7922222
848.77	366.3744444
849.155	358.0533333
849.541	352.3322222
849.927	352.5922222
850.312	354.9333333
850.698	354.4133333
851.084	359.0944444
851.469	358.8344444
851.854	361.4344444
852.24	352.8522222
852.625	355.7122222
853.01	358.5722222
853.395	365.0744444
853.78	356.4922222
854.165	359.6133333
854.55	360.6533333
854.935	363.7744444
855.32	365.0755556
855.704	361.6955556
856.089	360.1355556
856.474	362.2166667
856.858	362.7366667
857.243	368.9777778
857.627	361.9555556
858.011	362.7355556
858.396	361.6944444
858.78	352.5922222
859.164	358.8333333
859.548	353.3722222
859.932	355.4522222
860.316	355.4522222
860.7	353.6322222
861.083	362.4744444
861.467	357.0133333
861.851	359.6144444
862.234	359.0944444
862.618	350.5122222
863.001	352.8522222
863.385	347.3911111
863.768	340.3688889
864.151	339.0688889
864.534	332.3077778
864.918	333.0877778
865.301	328.6666667
865.684	329.1866667
866.066	333.0877778
866.449	342.19
866.832	343.23
867.215	340.11
867.597	346.0911111
867.98	351.0322222
868.363	352.8533333
868.745	355.9744444
869.127	362.2155556
869.51	362.7355556
869.892	361.9555556
870.274	363.7755556
870.656	370.0166667
871.038	365.3355556
871.42	370.2766667
871.802	373.1366667
872.184	372.0955556
872.566	367.9344444
872.948	367.6744444
873.329	360.3922222
873.711	359.8722222
874.092	353.6311111
874.474	353.1111111
874.855	346.3488889
875.236	336.4666667
875.618	326.8444444
875.999	322.1633333
876.38	317.7422222
876.761	322.6833333
877.142	318.7833333
877.523	318.0033333
877.904	316.1822222
878.285	310.7211111
878.665	318.2633333
879.046	331.2666667
879.426	339.8488889
879.807	347.1311111
880.187	345.8311111
880.568	350.5122222
880.948	351.8122222
881.328	353.8933333
881.708	355.9744444
882.089	359.6144444
882.469	359.3544444
882.849	361.9544444
883.228	366.1155556
883.608	369.7566667
883.988	375.7377778
884.368	383.0188889
884.747	383.7988889
885.127	382.7577778
885.506	378.8577778
885.886	372.6166667
886.265	367.9355556
886.645	361.1733333
887.024	356.4922222
887.403	348.95
887.782	350.5111111
888.161	358.0533333
888.54	357.2733333
888.919	357.0133333
889.298	358.3133333
889.676	353.8933333
890.055	353.3733333
890.434	357.2744444
890.812	354.9344444
891.191	349.2133333
891.569	341.4111111
891.948	346.3522222
892.326	347.6522222
892.704	340.3711111
893.082	336.99
893.46	335.69
893.838	328.6677778
894.216	327.8877778
894.594	328.4077778
894.972	329.1877778
895.35	331.7888889
895.727	328.9277778
896.105	340.37
896.482	351.0322222
896.86	354.1522222
897.237	357.5333333
897.615	361.6933333
897.992	364.2933333
898.369	360.3922222
898.746	355.7111111
899.123	352.5911111
899.5	352.5911111
899.877	351.8111111
900.254	344.01
900.631	347.9111111
901.007	346.3511111
901.384	346.3511111
901.761	344.7911111
902.137	340.89
902.514	352.8522222
902.89	349.9911111
903.266	345.31
903.642	348.17
904.019	342.7088889
904.395	340.3688889
904.771	333.8677778
905.147	345.05
905.523	351.5511111
905.898	348.69
906.274	340.8888889
906.65	348.17
907.026	358.0522222
907.401	356.4911111
907.777	358.8311111
908.152	366.8933333
908.527	360.1322222
908.903	354.6711111
909.278	355.4522222
909.653	363.2533333
910.028	364.5544444
910.403	360.1333333
910.778	361.6944444
911.153	366.6355556
911.528	369.4955556
911.902	369.7555556
912.277	383.2788889
912.652	375.2166667
913.026	377.8177778
913.4	368.9755556
913.775	368.9755556
914.149	370.5355556
914.523	369.2355556
914.898	354.9322222
915.272	354.6722222
915.646	353.6322222
916.02	350.7711111
916.394	344.79
916.767	346.87
917.141	344.79
917.515	344.79
917.888	339.5888889
918.262	350.5111111
918.635	354.1522222
919.009	343.75
919.382	351.5522222
919.756	361.9544444
920.129	361.6944444
920.502	360.9144444
920.875	361.4344444
921.248	364.8144444
921.621	369.4955556
921.994	373.3955556
922.366	376.5155556
922.739	371.0544444
923.112	363.5122222
923.484	359.6111111
923.857	360.9111111
924.229	367.1522222
924.602	362.9922222
924.974	359.8722222
925.346	349.21
925.718	353.6311111
926.091	350.51
926.463	352.07
926.835	356.7511111
927.206	360.9122222
927.578	356.7522222
927.95	363.5133333
928.322	363.7733333
928.693	361.4333333
929.065	360.9133333
929.436	365.0744444
929.808	366.8955556
930.179	361.9544444
930.55	359.6144444
930.921	355.7133333
931.293	354.1533333
931.664	357.0133333
932.035	358.5733333
932.406	353.1122222
932.776	360.1344444
933.147	358.3133333
933.518	366.3755556
933.888	360.9133333
934.259	358.8322222
934.63	352.33
935	346.3488889
935.37	345.3088889
935.741	345.8288889
936.111	341.6677778
936.481	341.4077778
936.851	340.1077778
937.221	354.6711111
937.591	353.3711111
937.961	355.4522222
938.331	360.3933333
938.7	366.8944444
939.07	365.8544444
939.44	361.9533333
939.809	362.9944444
940.178	359.6133333
940.548	354.1522222
940.917	366.6355556
941.286	372.6166667
941.656	370.5366667
942.025	371.0566667
942.394	368.7155556
942.763	368.1955556
943.131	369.7555556
943.5	369.7555556
943.869	374.6966667
944.238	365.5944444
944.606	366.3744444
944.975	362.9933333
945.343	360.9133333
945.712	366.1155556
946.08	376.2577778
946.448	373.3966667
946.816	379.6377778
947.184	370.2755556
947.552	373.3955556
947.92	365.3344444
948.288	371.8355556
948.656	374.9555556
949.024	366.6333333
949.392	358.3111111
949.759	368.4533333
950.127	364.8133333
950.494	363.2533333
950.862	361.6933333
951.229	362.7333333
951.596	351.5511111
951.963	348.1711111
952.33	349.9911111
952.697	352.3322222
953.064	347.1311111
953.431	338.5488889
953.798	334.1277778
954.165	335.6877778
954.532	339.5888889
954.898	336.4677778
955.265	332.5666667
955.631	333.3466667
955.998	328.9255556
956.364	323.4644444
956.73	333.8666667
957.096	340.3677778
957.463	337.5077778
957.829	330.4855556
958.195	338.2877778
958.56	344.0088889
958.926	349.9911111
959.292	349.4711111
959.658	351.8122222
960.023	350.5122222
960.389	347.6522222
960.754	353.8933333
961.12	367.1566667
961.485	363.5155556
961.85	366.6366667
962.216	367.1566667
962.581	368.1966667
962.946	368.4566667
963.311	365.5955556
963.676	372.8766667
964.041	373.1366667
964.405	367.4155556
964.77	370.2766667
965.135	365.0755556
965.499	359.8744444
965.864	360.1344444
966.228	357.2733333
966.592	360.6544444
966.957	349.7322222
967.321	347.6522222
967.685	335.4288889
968.049	337.5088889
968.413	341.41
968.777	344.79
969.141	346.35
969.504	346.61
969.868	340.3688889
970.232	350.5111111
970.595	348.95
970.959	362.2133333
971.322	364.5544444
971.686	359.3522222
972.049	363.5133333
972.412	363.2533333
972.775	364.0333333
973.138	360.6522222
973.501	353.8911111
973.864	351.8111111
974.227	341.1488889
974.59	331.5266667
974.952	336.4677778
975.315	332.0466667
975.677	332.0466667
976.04	334.6477778
976.402	332.8266667
976.765	332.3066667
977.127	327.6255556
977.489	333.8666667
977.851	338.8077778
978.213	339.5888889
978.575	334.6477778
978.937	340.1088889
979.299	330.2266667
979.661	335.9488889
980.022	331.5277778
980.384	336.7288889
980.745	334.3877778
981.107	335.1677778
981.468	330.7466667
981.83	345.57
982.191	344.01
982.552	344.79
982.913	350.2511111
983.274	360.6533333
983.635	362.4733333
983.996	370.0155556
984.357	373.6566667
984.718	377.2966667
985.078	364.8144444
985.439	359.3533333
985.799	363.2544444
986.16	359.8733333
986.52	357.5322222
986.88	358.0533333
987.241	357.2733333
987.601	358.5733333
987.961	356.4933333
988.321	360.1333333
988.681	365.0744444
989.041	366.1144444
989.4	365.3344444
989.76	358.0533333
990.12	353.6322222
990.479	350.5111111
990.839	353.1122222
991.198	359.8733333
991.558	356.2333333
991.917	354.6722222
992.276	352.0722222
992.635	360.1344444
992.994	361.9544444
993.353	363.2544444
993.712	353.6322222
994.071	344.53
994.43	332.5677778
994.789	330.7466667
995.147	334.9077778
995.506	335.4277778
995.864	325.5455556
996.223	324.7655556
996.581	325.2855556
996.939	337.7688889
997.297	339.0688889
997.656	344.53
998.014	345.3111111
998.372	344.5311111
998.729	350.2522222
999.087	353.1122222
999.445	358.8333333
999.803	361.9544444
1000.16	358.8333333
1000.518	353.3722222
1000.875	348.9511111
1001.233	346.61
1001.59	343.49
1001.947	341.93
1002.304	344.2711111
1002.661	339.07
1003.018	339.85
1003.375	346.0911111
1003.732	356.7533333
1004.089	361.6944444
1004.446	371.0566667
1004.802	368.4555556
1005.159	368.4555556
1005.516	369.2355556
1005.872	375.7377778
1006.228	360.6544444
1006.585	347.9122222
1006.941	343.2311111
1007.297	339.33
1007.653	333.6088889
1008.009	336.99
1008.365	335.6888889
1008.721	330.2277778
1009.076	323.2055556
1009.432	338.5488889
1009.788	342.97
1010.143	347.1311111
1010.499	346.0911111
1010.854	346.3511111
1011.21	344.01
1011.565	341.67
1011.92	339.0688889
1012.275	335.9488889
1012.63	333.6077778
1012.985	339.5888889
1013.34	335.1677778
1013.695	338.0288889
1014.049	339.5888889
1014.404	334.3877778
1014.759	336.7277778
1015.113	336.9877778
1015.468	344.5288889
1015.822	344.7888889
1016.176	342.1877778
1016.53	343.4877778
1016.885	344.5277778
1017.239	340.8866667
1017.593	345.5677778
1017.947	343.2277778
1018.3	349.7288889
1018.654	347.6488889
1019.008	347.9088889
1019.362	340.8877778
1019.715	340.1077778
1020.069	337.2466667
1020.422	342.9688889
1020.775	343.7488889
1021.128	347.1288889
1021.482	339.3277778
1021.835	334.9066667
1022.188	329.4455556
1022.541	336.7266667
1022.894	342.1877778
1023.246	344.5288889
1023.599	337.7666667
1023.952	338.5466667
1024.304	340.1077778
1024.657	346.6088889
1025.009	346.6088889
1025.362	347.39
1025.714	338.8088889
1026.066	329.7066667
1026.418	333.3477778
1026.77	333.3477778
1027.122	330.2277778
1027.474	330.4877778
1027.826	329.4477778
1028.178	332.8277778
1028.529	329.7066667
1028.881	336.9877778
1029.233	340.1088889
1029.584	335.9477778
1029.935	338.0288889
1030.287	338.5488889
1030.638	336.9888889
1030.989	329.1866667
1031.34	331.7877778
1031.691	341.15
1032.042	339.33
1032.393	340.63
1032.744	340.89
1033.095	348.9511111
1033.445	355.7122222
1033.796	359.3522222
1034.146	369.95
1034.497	373.5442857
1034.847	372.485
1035.197	379.428
