wl	W
800.817	469.23
801.21	465.5888889
801.604	471.05
801.998	476.7711111
802.391	470.27
802.785	478.8511111
803.178	473.91
803.572	465.8477778
803.965	460.9066667
804.358	457.2655556
804.752	454.4044444
805.145	440.6211111
805.538	442.4411111
805.931	445.3022222
806.324	435.16
806.717	439.3211111
807.11	448.4233333
807.502	446.8622222
807.895	441.4011111
808.288	436.2
808.68	447.1222222
809.073	445.8222222
809.465	445.5611111
809.858	442.7011111
810.25	436.46
810.642	430.9988889
811.034	432.82
811.426	432.82
811.818	439.8422222
812.21	431
812.602	426.8388889
812.994	427.1
813.386	428.66
813.778	430.74
814.169	425.2788889
814.561	426.8388889
814.953	430.48
815.344	424.4988889
815.736	420.3388889
816.127	423.72
816.518	420.8588889
816.909	417.4777778
817.301	414.3577778
817.692	410.1966667
818.083	410.9766667
818.474	406.5555556
818.865	412.0166667
819.255	426.58
819.646	425.54
820.037	424.5
820.428	424.5
820.818	435.1622222
821.209	432.0422222
821.599	431.0022222
821.99	435.1622222
822.38	426.84
822.77	421.1177778
823.16	417.9966667
823.55	417.4766667
823.94	420.0777778
824.33	419.5577778
824.72	426.5788889
825.11	416.6966667
825.5	417.4777778
825.89	427.62
826.28	426.84
826.669	428.4
827.059	429.7
827.448	425.7988889
827.838	422.4177778
828.227	423.7177778
828.616	433.86
829.005	431.7788889
829.395	431.5188889
829.784	429.4388889
830.173	423.1977778
830.562	417.7366667
830.951	417.7366667
831.339	414.0955556
831.728	421.3777778
832.117	421.8977778
832.506	417.7366667
832.894	398.4922222
833.283	395.1111111
833.671	395.1111111
834.059	397.4511111
834.448	407.3333333
834.836	415.9155556
835.224	413.5744444
835.612	409.9333333
836	405.7722222
836.388	415.9144444
836.776	412.7933333
837.164	414.8733333
837.552	419.8144444
837.94	410.4522222
838.327	401.35
838.715	401.35
839.103	397.1888889
839.49	404.4711111
839.877	402.9111111
840.265	405.7722222
840.652	409.4133333
841.039	401.6122222
841.426	402.1322222
841.813	404.4733333
842.2	386.79
842.587	396.4122222
842.974	393.0311111
843.361	393.8111111
843.748	395.8911111
844.134	390.69
844.521	398.2311111
844.908	393.55
845.294	389.9088889
845.681	404.4722222
846.067	404.9933333
846.453	401.8733333
846.839	407.8544444
847.226	411.2355556
847.612	411.2355556
847.998	406.2944444
848.384	408.8955556
848.77	410.7155556
849.155	408.1144444
849.541	404.9933333
849.927	409.9344444
850.312	407.0744444
850.698	401.3533333
851.084	398.4922222
851.469	393.2911111
851.854	393.5511111
852.24	395.3722222
852.625	396.6722222
853.01	394.5911111
853.395	393.03
853.78	399.7911111
854.165	405.7722222
854.55	403.6922222
854.935	411.4944444
855.32	412.7944444
855.704	405.7722222
856.089	402.6522222
856.474	397.4511111
856.858	396.6711111
857.243	389.65
857.627	382.6288889
858.011	395.6322222
858.396	388.87
858.78	389.13
859.164	394.8511111
859.548	403.6933333
859.932	406.5544444
860.316	409.4155556
860.7	401.6133333
861.083	412.7955556
861.467	414.6155556
861.851	422.1577778
862.234	422.4177778
862.618	427.88
863.001	413.8366667
863.385	412.7966667
863.768	407.0755556
864.151	413.5766667
864.534	402.6544444
864.918	389.9111111
865.301	384.71
865.684	388.0911111
866.066	379.5088889
866.449	387.57
866.832	389.91
867.215	396.1511111
867.597	395.1111111
867.98	393.03
868.363	396.6711111
868.745	399.5311111
869.127	392.2488889
869.51	401.0911111
869.892	408.8933333
870.274	408.6333333
870.656	412.2744444
871.038	417.4755556
871.42	423.4577778
871.802	426.8388889
872.184	420.3377778
872.566	422.1588889
872.948	412.2766667
873.329	402.1344444
873.711	411.7566667
874.092	400.5733333
874.474	393.8122222
874.855	387.31
875.236	386.79
875.618	390.6911111
875.999	383.6688889
876.38	380.2877778
876.761	386.0088889
877.142	383.1488889
877.523	387.31
877.904	386.27
878.285	394.3322222
878.665	383.67
879.046	379.5088889
879.426	387.3111111
879.807	393.5522222
880.187	392.2522222
880.568	378.9888889
880.948	378.4688889
881.328	382.8888889
881.708	371.9666667
882.089	376.6477778
882.469	376.9077778
882.849	382.3688889
883.228	376.6477778
883.608	370.6666667
883.988	372.4866667
884.368	373.5266667
884.747	368.0655556
885.127	371.4455556
885.506	373.5255556
885.886	376.9066667
886.265	374.3066667
886.645	376.9077778
887.024	389.65
887.403	389.65
887.782	387.83
888.161	387.57
888.54	389.9111111
888.919	394.8522222
889.298	399.5333333
889.676	403.6933333
890.055	410.7144444
890.434	403.4333333
890.812	405.5144444
891.191	403.1733333
891.569	404.2133333
891.948	414.6155556
892.326	403.1733333
892.704	397.4522222
893.082	397.4522222
893.46	394.3311111
893.838	398.4922222
894.216	399.0122222
894.594	399.2722222
894.972	403.9533333
895.35	393.5511111
895.727	401.3522222
896.105	402.1322222
896.482	392.7711111
896.86	393.0311111
897.237	381.5877778
897.615	388.6088889
897.992	399.7922222
898.369	390.4311111
898.746	386.79
899.123	389.9111111
899.5	387.83
899.877	397.1911111
900.254	390.95
900.631	393.2911111
901.007	381.3288889
901.384	369.8855556
901.761	377.1666667
902.137	382.8877778
902.514	373.0055556
902.89	375.8666667
903.266	369.1055556
903.642	371.7066667
904.019	376.1277778
904.395	384.71
904.771	390.9522222
905.147	392.2522222
905.523	394.5933333
905.898	395.8933333
906.274	402.1344444
906.65	406.2955556
907.026	402.3944444
907.401	402.6544444
907.777	402.6544444
908.152	407.3355556
908.527	410.4566667
908.903	399.2744444
909.278	406.0366667
909.653	399.7955556
910.028	397.9755556
910.403	408.3777778
910.778	396.4144444
911.153	398.2344444
911.528	383.6711111
911.902	381.59
912.277	378.9888889
912.652	374.0477778
913.026	373.5277778
913.4	369.3666667
913.775	366.7655556
914.149	370.6666667
914.523	368.3255556
914.898	373.2666667
915.272	369.6266667
915.646	379.7688889
916.02	382.8888889
916.394	385.2288889
916.767	384.9688889
917.141	384.1888889
917.515	388.35
917.888	386.27
918.262	391.4711111
918.635	386.79
919.009	383.1488889
919.382	382.1088889
919.756	381.0688889
920.129	382.6288889
920.502	375.6077778
920.875	374.3077778
921.248	371.7066667
921.621	381.5888889
921.994	391.2111111
922.366	394.0722222
922.739	399.0133333
923.112	403.9544444
923.484	405.7744444
923.857	405.2544444
924.229	407.5944444
924.602	407.8555556
924.974	391.2111111
925.346	390.9511111
925.718	390.6911111
926.091	389.3911111
926.463	391.7322222
926.835	384.9711111
927.206	391.7322222
927.578	388.6111111
927.95	391.2111111
928.322	391.2111111
928.693	382.6288889
929.065	382.3688889
929.436	370.9255556
929.808	355.0611111
930.179	360.7822222
930.55	364.1633333
930.921	367.5444444
931.293	367.5444444
931.664	364.4244444
932.035	372.4866667
932.406	367.8055556
932.776	366.7655556
933.147	377.6877778
933.518	375.0877778
933.888	369.3666667
934.259	369.1066667
934.63	372.2277778
935	380.8088889
935.37	375.3466667
935.741	377.1666667
936.111	383.4077778
936.481	381.8477778
936.851	381.0666667
937.221	383.9266667
937.591	387.0477778
937.961	382.3666667
938.331	379.5066667
938.7	377.1666667
939.07	380.2877778
939.44	378.7277778
939.809	377.9477778
940.178	380.0288889
940.548	377.4288889
940.917	375.3477778
941.286	375.0877778
941.656	380.2888889
942.025	390.1711111
942.394	393.0311111
942.763	397.7122222
943.131	395.3722222
943.5	400.0533333
943.869	407.5944444
944.238	406.2944444
944.606	411.2355556
944.975	406.5544444
945.343	400.5733333
945.712	399.0133333
946.08	396.1522222
946.448	393.0311111
946.816	392.2511111
947.184	385.49
947.552	386.79
947.92	387.83
948.288	391.9911111
948.656	389.91
949.024	386.5288889
949.392	390.95
949.759	398.7511111
950.127	399.2711111
950.494	390.9488889
950.862	385.2277778
951.229	380.8066667
951.596	376.3855556
951.963	369.3644444
952.33	370.9255556
952.697	363.3844444
953.064	362.0844444
953.431	357.4033333
953.798	359.7444444
954.165	366.7666667
954.532	364.4266667
954.898	364.1666667
955.265	374.3088889
955.631	370.9277778
955.998	371.7077778
956.364	365.9866667
956.73	372.4877778
957.096	382.11
957.463	375.0877778
957.829	375.6077778
958.195	376.9077778
958.56	369.8866667
958.926	377.1688889
959.292	380.55
959.658	381.33
960.023	372.2277778
960.389	368.8466667
960.754	373.5277778
961.12	378.7288889
961.485	373.5277778
961.85	381.8488889
962.216	375.6066667
962.581	373.7855556
962.946	380.0266667
963.311	378.9866667
963.676	374.3055556
964.041	381.0666667
964.405	378.2055556
964.77	378.2055556
965.135	374.0444444
965.499	373.7844444
965.864	378.2055556
966.228	375.6055556
966.592	376.6455556
966.957	379.2466667
967.321	370.4055556
967.685	365.7244444
968.049	376.3866667
968.413	376.3866667
968.777	377.1666667
969.141	382.1077778
969.504	381.3277778
969.868	380.8077778
970.232	380.8077778
970.595	381.5877778
970.959	386.7888889
971.322	382.6277778
971.686	381.8477778
972.049	385.4888889
972.412	374.3066667
972.775	374.8266667
973.138	381.5888889
973.501	385.7488889
973.864	388.6088889
974.227	388.0888889
974.59	387.8288889
974.952	389.13
975.315	390.17
975.677	396.9311111
976.04	400.3122222
976.402	396.6711111
976.765	389.65
977.127	393.8111111
977.489	392.5111111
977.851	382.3688889
978.213	385.7488889
978.575	384.1888889
978.937	376.3877778
979.299	378.4677778
979.661	380.0277778
980.022	385.7488889
980.384	376.6466667
980.745	380.5477778
981.107	389.91
981.468	387.57
981.83	383.6688889
982.191	385.7488889
982.552	375.6066667
982.913	374.0466667
983.274	366.2455556
983.635	368.5866667
983.996	362.3444444
984.357	364.9455556
984.718	364.6855556
985.078	366.5066667
985.439	362.6055556
985.799	366.7666667
986.16	365.4666667
986.52	376.1288889
986.88	371.7077778
987.241	376.6488889
987.601	373.5277778
987.961	376.6477778
988.321	387.83
988.681	397.4522222
989.041	393.8111111
989.4	393.8111111
989.76	382.3677778
990.12	393.81
990.479	394.8511111
990.839	393.5511111
991.198	387.83
991.558	373.7866667
991.917	373.2666667
992.276	378.4677778
992.635	382.6277778
992.994	390.69
993.353	384.1888889
993.712	389.13
994.071	388.61
994.43	390.6911111
994.789	395.6322222
995.147	391.4711111
995.506	389.6511111
995.864	386.2711111
996.223	384.1911111
996.581	378.21
996.939	370.4077778
997.297	372.7477778
997.656	377.6888889
998.014	381.33
998.372	386.5311111
998.729	386.7911111
999.087	390.4311111
999.445	389.91
999.803	395.3711111
1000.16	392.77
1000.518	390.17
1000.875	383.1477778
1001.233	377.6866667
1001.59	375.8666667
1001.947	377.6866667
1002.304	375.3466667
1002.661	384.7088889
1003.018	385.2288889
1003.375	390.6911111
1003.732	394.8522222
1004.089	397.9733333
1004.446	399.5333333
1004.802	403.9544444
1005.159	395.8933333
1005.516	391.7322222
1005.872	383.4111111
1006.228	380.55
1006.585	380.55
1006.941	371.1877778
1007.297	381.07
1007.653	376.3888889
1008.009	377.4288889
1008.365	387.8311111
1008.721	389.3911111
1009.076	392.7711111
1009.432	398.7533333
1009.788	386.27
1010.143	392.5111111
1010.499	384.4488889
1010.854	391.47
1011.21	383.6688889
1011.565	381.5877778
1011.92	389.39
1012.275	383.4088889
1012.63	379.5077778
1012.985	379.7677778
1013.34	374.0466667
1013.695	370.1455556
1014.049	368.0655556
1014.404	364.9444444
1014.759	363.9044444
1015.113	360.5233333
1015.468	366.2444444
1015.822	364.1633333
1016.176	375.0855556
1016.53	381.3266667
1016.885	393.03
1017.239	395.8911111
1017.593	399.5322222
1017.947	395.6311111
1018.3	388.87
1018.654	384.97
1019.008	385.49
1019.362	382.63
1019.715	376.1288889
1020.069	364.4255556
1020.422	357.4033333
1020.775	355.5822222
1021.128	351.1611111
1021.482	357.4022222
1021.835	359.7422222
1022.188	362.3433333
1022.541	357.4022222
1022.894	358.1822222
1023.246	360.7833333
1023.599	361.8233333
1023.952	360.0033333
1024.304	362.6044444
1024.657	361.8244444
1025.009	353.7622222
1025.362	353.2422222
1025.714	355.3222222
1026.066	360.7833333
1026.418	354.2822222
1026.77	347.7811111
1027.122	351.6822222
1027.474	357.4033333
1027.826	352.4622222
1028.178	361.3044444
1028.529	357.6633333
1028.881	357.6633333
1029.233	353.7622222
1029.584	357.4022222
1029.935	360.7833333
1030.287	361.0433333
1030.638	363.6444444
1030.989	363.6444444
1031.34	362.8644444
1031.691	366.5055556
1032.042	362.3444444
1032.393	362.6044444
1032.744	367.2855556
1033.095	371.4466667
1033.445	370.4066667
1033.796	365.7255556
1034.146	368.19625
1034.497	365.3542857
1034.847	362.345
1035.197	372.176
