wl	RGBW
792.928	414.5844444
793.323	410.6833333
793.718	408.6022222
794.113	414.8433333
794.508	409.6422222
794.902	401.5811111
795.297	396.38
795.692	392.7388889
796.086	401.0611111
796.481	393.2588889
796.875	391.4388889
797.27	393.52
797.664	382.3377778
798.058	383.3777778
798.453	388.8388889
798.847	394.3
799.241	393.26
799.635	387.7977778
800.029	390.9188889
800.423	390.9188889
800.817	388.3177778
801.21	387.7977778
801.604	392.7388889
801.998	389.6177778
802.391	387.5377778
802.785	392.9988889
803.178	390.6588889
803.572	390.3977778
803.965	386.2366667
804.358	385.7166667
804.752	392.7377778
805.145	393.2588889
805.538	391.9588889
805.931	397.16
806.324	398.4611111
806.717	395.08
807.11	406.2633333
807.502	408.8633333
807.895	408.8633333
808.288	411.4644444
808.68	407.0433333
809.073	403.9222222
809.465	398.4611111
809.858	396.9
810.25	407.5622222
810.642	401.8411111
811.034	403.4022222
811.426	396.12
811.818	389.6177778
812.21	389.3577778
812.602	388.0577778
812.994	387.7977778
813.386	383.6366667
813.778	368.5533333
814.169	359.9711111
814.561	365.9522222
814.953	374.0144444
815.344	375.5755556
815.736	378.4355556
816.127	381.8166667
816.518	387.2777778
816.909	385.4577778
817.301	386.2388889
817.692	394.5611111
818.083	389.62
818.474	387.8
818.865	383.3788889
819.255	378.9577778
819.646	383.1188889
820.037	379.7377778
820.428	383.6388889
820.818	380.2577778
821.209	373.2355556
821.599	371.6744444
821.99	375.5755556
822.38	377.3955556
822.77	375.3155556
823.16	367.7733333
823.55	369.5933333
823.94	371.4133333
824.33	371.9333333
824.72	374.0144444
825.11	376.3555556
825.5	371.6744444
825.89	373.7544444
826.28	375.0544444
826.669	380.2555556
827.059	378.1755556
827.448	377.9155556
827.838	389.3577778
828.227	385.9766667
828.616	384.9366667
829.005	384.9366667
829.395	388.3177778
829.784	392.4788889
830.173	387.0177778
830.562	389.6188889
830.951	373.4955556
831.339	362.5733333
831.728	367.7744444
832.117	374.0155556
832.506	374.7955556
832.894	372.4555556
833.283	382.0777778
833.671	377.9166667
834.059	371.6744444
834.448	387.2777778
834.836	394.0388889
835.224	392.4788889
835.612	388.3177778
836	377.9155556
836.388	381.0355556
836.776	378.1744444
837.164	392.4777778
837.552	389.3577778
837.94	382.5966667
838.327	380.5166667
838.715	380.2566667
839.103	375.3155556
839.49	377.9155556
839.877	373.4944444
840.265	359.4511111
840.652	355.81
841.039	356.59
841.426	367.7722222
841.813	370.1122222
842.2	366.2111111
842.587	365.4311111
842.974	371.9322222
843.361	367.2511111
843.748	368.8122222
844.134	362.5711111
844.521	364.1311111
844.908	355.2888889
845.294	350.3477778
845.681	355.8088889
846.067	355.8088889
846.453	357.63
846.839	364.1322222
847.226	371.6733333
847.612	376.6144444
847.998	379.2155556
848.384	384.9366667
848.77	391.4388889
849.155	383.1166667
849.541	386.2377778
849.927	384.9377778
850.312	382.5966667
850.698	382.0766667
851.084	377.9155556
851.469	376.8744444
851.854	372.4533333
852.24	374.7933333
852.625	382.3355556
853.01	378.1744444
853.395	378.1744444
853.78	374.2733333
854.165	366.7322222
854.55	363.0911111
854.935	366.7322222
855.32	360.4911111
855.704	352.43
856.089	353.47
856.474	355.29
856.858	347.2277778
857.243	351.3888889
857.627	350.8688889
858.011	352.43
858.396	349.83
858.78	354.2511111
859.164	356.8511111
859.548	355.0311111
859.932	357.8922222
860.316	357.1122222
860.7	344.37
861.083	339.4288889
861.467	347.49
861.851	342.5488889
862.234	345.15
862.618	348.0111111
863.001	346.45
863.385	336.8277778
863.768	344.8888889
864.151	362.8322222
864.534	367.5133333
864.918	364.1333333
865.301	360.4922222
865.684	360.4922222
866.066	359.1911111
866.449	361.5322222
866.832	371.4144444
867.215	365.4333333
867.597	364.3933333
867.98	362.0522222
868.363	357.8911111
868.745	363.8722222
869.127	369.0733333
869.51	372.7144444
869.892	374.2744444
870.274	368.0322222
870.656	373.4933333
871.038	366.7322222
871.42	372.1933333
871.802	369.8522222
872.184	374.0133333
872.566	360.75
872.948	351.6477778
873.329	345.4066667
873.711	349.8277778
874.092	347.2277778
874.474	350.8688889
874.855	359.4511111
875.236	364.1322222
875.618	358.4111111
875.999	363.3522222
876.38	364.1333333
876.761	354.5111111
877.142	352.6911111
877.523	359.1922222
877.904	356.5911111
878.285	349.5688889
878.665	350.6088889
879.046	349.3077778
879.426	350.3477778
879.807	351.1277778
880.187	362.57
880.568	365.1711111
880.948	357.89
881.328	362.0511111
881.708	363.0922222
882.089	363.0922222
882.469	362.3122222
882.849	359.7122222
883.228	364.3933333
883.608	363.3533333
883.988	355.0311111
884.368	358.6711111
884.747	351.6488889
885.127	344.6266667
885.506	333.7044444
885.886	344.6277778
886.265	351.6488889
886.645	342.8066667
887.024	352.4288889
887.403	361.5311111
887.782	364.3922222
888.161	365.1733333
888.54	369.5944444
888.919	379.4766667
889.298	370.8944444
889.676	370.8944444
890.055	381.8166667
890.434	367.2533333
890.812	358.6711111
891.191	359.1911111
891.569	364.9122222
891.948	368.8133333
892.326	375.5755556
892.704	373.4944444
893.082	371.1544444
893.46	364.6533333
893.838	370.8944444
894.216	372.7144444
894.594	364.3922222
894.972	359.1911111
895.35	357.8911111
895.727	348.5288889
896.105	355.5511111
896.482	356.5911111
896.86	359.1911111
897.237	354.25
897.615	367.7733333
897.992	375.3155556
898.369	375.3155556
898.746	368.8133333
899.123	370.6333333
899.5	368.5522222
899.877	359.71
900.254	360.75
900.631	365.9511111
901.007	364.3911111
901.384	359.19
901.761	357.3688889
902.137	361.53
902.514	362.05
902.89	364.3911111
903.266	374.7933333
903.642	374.7933333
904.019	361.27
904.395	352.1677778
904.771	355.5488889
905.147	361.27
905.523	358.15
905.898	360.2311111
906.274	361.0111111
906.65	357.63
907.026	359.4511111
907.401	370.8944444
907.777	372.9744444
908.152	378.9555556
908.527	380.7766667
908.903	374.5344444
909.278	369.3333333
909.653	367.2533333
910.028	380.5166667
910.403	375.8355556
910.778	378.4355556
911.153	366.4733333
911.528	360.2311111
911.902	356.59
912.277	362.5722222
912.652	363.3522222
913.026	366.7322222
913.4	353.73
913.775	353.47
914.149	349.0488889
914.523	354.51
914.898	344.3677778
915.272	338.3866667
915.646	342.8066667
916.02	352.4288889
916.394	343.5866667
916.767	338.6455556
917.141	341.7655556
917.515	339.9455556
917.888	344.8866667
918.262	349.3077778
918.635	350.8677778
919.009	344.1066667
919.382	334.4844444
919.756	339.1655556
920.129	347.4866667
920.502	347.2266667
920.875	352.1677778
921.248	352.4277778
921.621	360.49
921.994	356.3288889
922.366	362.57
922.739	365.95
923.112	360.7488889
923.484	357.1077778
923.857	344.1055556
924.229	339.9444444
924.602	342.2855556
924.974	342.8055556
925.346	353.4688889
925.718	357.89
926.091	353.73
926.463	362.3122222
926.835	359.9722222
927.206	374.2755556
927.578	379.9966667
927.95	382.0766667
928.322	374.2744444
928.693	369.5933333
929.065	371.4144444
929.436	370.6333333
929.808	368.5533333
930.179	368.2933333
930.55	364.9122222
930.921	361.2722222
931.293	356.0711111
931.664	357.6322222
932.035	357.8922222
932.406	353.7311111
932.776	353.4711111
933.147	349.31
933.518	352.6911111
933.888	360.4933333
934.259	363.0933333
934.63	367.7744444
935	366.7344444
935.37	374.2755556
935.741	370.8944444
936.111	369.0744444
936.481	366.7333333
936.851	364.6522222
937.221	360.7511111
937.591	358.9311111
937.961	366.7322222
938.331	372.4533333
938.7	363.0911111
939.07	367.7722222
939.44	371.1533333
939.809	372.9744444
940.178	371.6744444
940.548	369.5933333
940.917	367.2522222
941.286	356.07
941.656	357.89
942.025	360.7511111
942.394	357.11
942.763	355.2888889
943.131	358.9288889
943.5	358.6688889
943.869	353.2077778
944.238	360.23
944.606	364.9111111
944.975	363.0911111
945.343	356.85
945.712	361.5311111
946.08	367.2522222
946.448	371.6733333
946.816	367.2522222
947.184	367.2522222
947.552	364.3911111
947.92	361.5311111
948.288	363.8711111
948.656	369.3322222
949.024	362.0511111
949.392	359.4511111
949.759	348.7888889
950.127	355.03
950.494	359.9711111
950.862	360.4911111
951.229	355.55
951.596	348.5288889
951.963	352.69
952.33	341.5066667
952.697	343.8466667
953.064	354.7688889
953.431	354.5088889
953.798	354.5088889
954.165	354.2488889
954.532	354.5088889
954.898	357.8888889
955.265	358.4088889
955.631	372.4522222
955.998	369.3322222
956.364	366.9922222
956.73	367.5122222
957.096	368.8133333
957.463	368.5533333
957.829	372.7133333
958.195	365.4322222
958.56	362.5711111
958.926	356.59
959.292	356.85
959.658	354.77
960.023	360.4922222
960.389	366.2133333
960.754	364.1333333
961.12	365.6944444
961.485	371.4155556
961.85	368.5544444
962.216	375.0555556
962.581	374.5355556
962.946	370.6344444
963.311	363.0922222
963.676	358.1511111
964.041	359.9711111
964.405	359.7111111
964.77	357.6311111
965.135	360.4922222
965.499	356.8522222
965.864	363.6133333
966.228	363.8733333
966.592	369.5944444
966.957	370.3744444
967.321	364.3933333
967.685	355.8111111
968.049	353.99
968.413	356.3311111
968.777	357.3711111
969.141	359.4522222
969.504	361.5322222
969.868	359.7122222
970.232	356.8511111
970.595	355.8111111
970.959	356.3311111
971.322	360.4922222
971.686	351.91
972.049	355.0311111
972.412	348.7888889
972.775	344.8877778
973.138	344.3677778
973.501	347.2288889
973.864	352.95
974.227	359.1911111
974.59	368.5533333
974.952	370.8933333
975.315	366.2122222
975.677	367.5133333
976.04	369.0744444
976.402	368.5544444
976.765	365.6933333
977.127	366.9933333
977.489	361.5322222
977.851	348.79
978.213	350.0911111
978.575	345.93
978.937	344.1088889
979.299	340.7277778
979.661	334.2255556
980.022	339.9466667
980.384	344.1077778
980.745	352.95
981.107	358.6711111
981.468	362.5711111
981.83	376.8744444
982.191	380.5155556
982.552	381.8155556
982.913	386.7566667
983.274	378.9555556
983.635	379.7355556
983.996	377.3955556
984.357	366.9933333
984.718	363.3533333
985.078	352.69
985.439	351.39
985.799	352.9511111
986.16	349.31
986.52	344.3688889
986.88	338.6477778
987.241	340.7277778
987.601	350.35
987.961	345.9288889
988.321	343.0688889
988.681	340.2077778
989.041	338.1266667
989.4	336.3066667
989.76	335.5266667
990.12	334.4866667
990.479	328.2455556
990.839	326.6844444
991.198	332.9255556
991.558	333.4455556
991.917	330.3244444
992.276	332.9255556
992.635	331.6255556
992.994	344.1077778
993.353	346.9677778
993.712	348.0077778
994.071	345.6677778
994.43	344.1077778
994.789	349.3088889
995.147	346.7088889
995.506	343.5877778
995.864	345.9277778
996.223	345.6677778
996.581	346.1877778
996.939	340.7266667
997.297	335.5255556
997.656	334.4844444
998.014	333.4444444
998.372	337.3455556
998.729	342.8066667
999.087	351.1288889
999.445	343.3277778
999.803	343.8488889
1000.16	347.49
1000.518	349.83
1000.875	350.8711111
1001.233	353.2111111
1001.59	355.5511111
1001.947	357.3722222
1002.304	349.31
1002.661	348.2688889
1003.018	345.4077778
1003.375	343.8466667
1003.732	339.9455556
1004.089	338.1244444
1004.446	329.2833333
1004.802	320.4411111
1005.159	322.2611111
1005.516	323.8222222
1005.872	324.6033333
1006.228	328.5044444
1006.585	338.1266667
1006.941	349.57
1007.297	358.6722222
1007.653	362.0522222
1008.009	366.7333333
1008.365	358.6711111
1008.721	365.4322222
1009.076	366.2122222
1009.432	361.5311111
1009.788	352.9488889
1010.143	350.8677778
1010.499	341.2455556
1010.854	341.7655556
1011.21	342.5455556
1011.565	340.2055556
1011.92	337.6055556
1012.275	331.3633333
1012.63	331.1033333
1012.985	332.6644444
1013.34	326.4233333
1013.695	326.6833333
1014.049	328.7644444
1014.404	330.0655556
1014.759	338.1266667
1015.113	326.1633333
1015.468	325.6433333
1015.822	327.2033333
1016.176	323.5622222
1016.53	324.8622222
1016.885	329.2833333
1017.239	321.2211111
1017.593	312.6388889
1017.947	309.2588889
1018.3	319.4011111
1018.654	324.8622222
1019.008	321.4811111
1019.362	326.6822222
1019.715	330.8433333
1020.069	327.9833333
1020.422	336.8255556
1020.775	345.1477778
1021.128	352.4288889
1021.482	345.6677778
1021.835	348.2688889
1022.188	351.65
1022.541	345.9288889
1022.894	351.65
1023.246	353.99
1023.599	355.29
1023.952	353.2088889
1024.304	346.1877778
1024.657	349.0477778
1025.009	345.6666667
1025.362	344.1066667
1025.714	352.9488889
1026.066	336.3055556
1026.418	335.2655556
1026.77	330.0644444
1027.122	340.2066667
1027.474	339.9466667
1027.826	343.0677778
1028.178	338.3866667
1028.529	340.4666667
1028.881	333.9644444
1029.233	343.3266667
1029.584	339.6855556
1029.935	350.8677778
1030.287	339.4255556
1030.638	340.4655556
1030.989	340.9855556
1031.34	357.37
1031.691	355.81
1032.042	345.9277778
1032.393	341.7666667
1032.744	344.1077778
1033.095	330.3255556
1033.445	328.2455556
1033.796	321.2244444
1034.146	316.41375
1034.497	300.5314286
1034.847	292.6183333
1035.197	303.542
